#time, gyroX[]
343.049,-0.296144
343.154,-1.65649
343.259,-1.07911
343.364,-0.459129
343.469,-1.21014
343.574,-2.06129
343.679,-2.26795
343.784,-2.06661
343.889,-1.34436
343.994,-0.836233
344.099,-0.762729
344.204,-0.877778
344.309,-0.103331
344.414,-0.437824
344.519,-0.319579
344.624,-0.0713727
344.729,-0.0617853
344.834,-0.275903
344.939,-0.227967
345.044,0.135289
345.149,0.466586
345.254,0.964064
345.359,1.2176
345.464,1.04502
345.569,0.670051
345.674,0.272708
345.779,-0.0223706
345.884,0.0117179
345.989,-0.203466
346.094,0.936367
346.199,0.857538
346.304,0.306796
346.409,0.628506
346.514,2.39152
346.619,3.4962
346.724,2.97848
346.829,1.85143
346.934,1.34969
347.039,0.780839
347.144,-0.148072
347.249,-1.33797
347.354,-2.49485
347.459,-3.10098
347.564,-3.01896
347.669,-2.81656
347.774,-2.68127
347.879,-2.06661
347.984,-1.10894
348.089,-0.201335
348.194,0.407996
348.299,-0.072438
348.404,-0.572047
348.509,-0.468716
348.614,-0.447411
348.719,0.133158
348.824,0.591222
348.929,1.36993
349.034,2.0485
349.139,2.20084
349.244,1.90895
349.349,1.66714
349.454,1.25488
349.559,1.04076
349.664,0.597613
349.769,0.092678
349.874,1.78219
349.979,2.00483
350.084,1.4903
350.189,1.83332
350.294,1.975
350.399,1.64264
350.504,1.15581
350.609,0.609331
350.714,0.329167
350.819,-0.0788296
350.924,-1.35608
351.029,-2.34997
351.134,-2.22747
351.239,-3.37795
351.344,-4.5572
351.449,-4.96626
351.554,-4.17797
351.659,-3.09033
351.764,-3.02429
351.869,-2.1039
351.974,-0.479369
352.079,-0.193878
352.184,0.495348
352.289,0.533697
352.394,-0.131028
352.499,-0.34195
352.604,-0.490022
352.709,-0.488956
352.814,-0.316384
352.919,-0.24075
353.024,-0.128897
353.129,0.38456
353.234,0.420779
353.339,-0.871386
353.444,-0.0628506
353.549,0.26099
353.654,0.570982
353.759,0.592287
353.864,0.54435
353.969,0.894822
354.074,1.1164
354.179,1.2943
354.284,1.14622
354.389,0.769121
354.494,-0.731837
354.599,-2.00802
354.704,-3.16597
354.809,-3.54307
354.914,-3.28101
355.019,-2.83041
355.124,-2.71536
355.229,-3.28101
355.334,-4.46772
355.439,-5.43924
355.544,-4.95348
