#time, alt[]
56.5041,555.445
56.6091,555.445
56.7141,555.445
56.8191,555.445
56.9241,555.445
57.0291,555.445
57.1341,555.445
57.2391,555.445
57.3441,555.445
57.4491,555.445
57.5541,555.31
57.6591,555.31
57.7641,555.31
57.8691,555.31
57.9741,555.31
58.0791,555.31
58.1841,555.31
58.2891,555.31
58.3941,555.31
58.4991,555.31
58.6041,555.377
58.7091,555.377
58.8141,555.377
58.9191,555.377
59.0241,555.377
59.1389,555.377
59.2341,555.377
59.3391,555.377
59.4441,555.377
59.5491,555.452
59.6541,555.452
59.7591,555.452
59.8641,555.452
59.9691,555.452
60.0741,555.452
60.1791,555.452
60.2841,555.452
60.3891,555.452
60.4941,555.452
60.5991,555.519
60.7041,555.519
60.8091,555.519
60.9141,555.519
61.0191,555.519
61.1241,555.519
61.2291,555.519
61.3341,555.519
61.4391,555.519
61.5441,555.479
61.6491,555.479
61.7541,555.479
61.8591,555.479
61.9641,555.479
62.0691,555.479
62.1741,555.479
62.2791,555.479
62.3841,555.479
62.4891,555.479
62.5941,555.351
62.6991,555.351
62.8041,555.351
62.9091,555.351
63.0141,555.351
63.1191,555.351
63.2241,555.351
63.3291,555.351
63.4341,555.351
63.5391,555.13
63.6441,555.13
63.7491,555.13
63.8541,555.13
63.9591,555.13
64.0641,555.13
64.1691,555.13
64.2741,555.13
64.3808,555.13
64.4841,555.13
64.5891,554.935
64.6941,554.935
64.7991,554.935
64.9041,554.935
65.0091,554.935
65.1141,554.935
65.2191,554.935
65.3241,554.935
65.4291,554.935
65.5341,554.873
65.6391,554.873
65.7441,554.873
65.8491,554.873
65.9541,554.873
66.0591,554.873
66.1641,554.873
66.2691,554.873
66.3741,554.873
66.4792,554.873
66.5841,554.845
66.6891,554.845
66.7941,554.845
66.8991,554.845
67.0041,554.845
67.1091,554.845
67.2141,554.845
67.3191,554.845
67.4241,554.845
67.5291,554.743
67.6341,554.743
67.7391,554.743
67.8441,554.743
67.9491,554.743
68.0541,554.743
68.1591,554.743
68.2641,554.743
68.3691,554.743
68.4741,554.743
68.5791,554.594
68.6841,554.594
68.7891,554.594
68.8941,554.594
68.9991,554.594
69.1041,554.594
69.2091,554.594
69.3141,554.594
69.4191,554.594
69.5241,554.492
69.6308,554.492
69.7341,554.492
69.8391,554.492
69.9441,554.492
70.0491,554.492
70.1541,554.492
70.2591,554.492
70.3641,554.492
70.4691,554.492
70.5741,554.474
70.6791,554.474
70.7841,554.474
70.8891,554.474
70.9941,554.474
71.0991,554.474
71.2041,554.474
71.3091,554.474
71.4141,554.474
71.5191,554.471
71.6241,554.471
71.7291,554.471
71.8341,554.471
71.9391,554.471
72.0441,554.471
72.1491,554.471
72.2541,554.471
72.3591,554.471
72.4641,554.471
72.5691,554.476
72.6741,554.476
72.7791,554.476
72.8841,554.476
72.9891,554.476
73.0941,554.476
73.1991,554.476
73.3041,554.476
73.4091,554.476
73.5141,554.473
73.6191,554.473
73.7241,554.473
73.8291,554.473
73.9341,554.473
74.0391,554.473
74.1441,554.473
74.2491,554.473
74.3541,554.473
74.4591,554.473
74.5641,554.493
74.6691,554.493
74.7741,554.493
74.881,554.493
74.9841,554.493
75.0891,554.493
75.1941,554.493
75.2991,554.493
75.4041,554.493
75.5091,554.463
75.6141,554.463
75.7191,554.463
75.8241,554.463
75.9291,554.463
76.0341,554.463
76.1391,554.463
76.2441,554.463
76.3491,554.463
76.4541,554.463
76.5591,554.454
76.6641,554.454
76.7691,554.454
76.8741,554.454
76.9791,554.454
77.0841,554.454
77.1891,554.454
77.2941,554.454
77.3991,554.454
77.5041,554.455
77.6091,554.455
77.7141,554.455
77.8191,554.455
77.9241,554.455
78.0291,554.455
78.1341,554.455
78.2391,554.455
78.3441,554.455
78.4491,554.455
78.5541,554.429
78.6591,554.429
78.7641,554.429
78.8691,554.429
78.9741,554.429
79.0791,554.429
79.1841,554.429
79.2891,554.429
79.3941,554.429
79.4991,554.429
79.6041,554.329
79.7091,554.329
79.8141,554.329
79.9191,554.329
80.0241,554.329
80.1308,554.329
80.2341,554.329
80.3391,554.329
80.4441,554.329
80.5491,554.234
80.6541,554.234
80.7591,554.234
80.8641,554.234
80.9691,554.234
81.0741,554.234
81.1791,554.234
81.2841,554.234
81.3891,554.234
81.4941,554.234
81.5991,554.155
81.7041,554.155
81.8091,554.155
81.9141,554.155
82.0191,554.155
82.1241,554.155
82.2291,554.155
82.3341,554.155
82.4391,554.155
82.5441,554.109
82.6491,554.109
82.7541,554.109
82.8591,554.109
82.9641,554.109
83.0691,554.109
83.1741,554.109
83.2791,554.109
83.3841,554.109
83.4892,554.109
83.5941,554.051
83.6991,554.051
83.8041,554.051
83.9091,554.051
84.0141,554.051
84.1191,554.051
84.2241,554.051
84.3291,554.051
84.4341,554.051
84.5391,553.985
84.6441,553.985
84.7491,553.985
84.8541,553.985
84.9591,553.985
85.0641,553.985
85.1691,553.985
85.2741,553.985
85.3808,553.985
85.4841,553.985
85.5891,553.9
85.6941,553.9
85.7991,553.9
85.9041,553.9
86.0091,553.9
86.1141,553.9
86.2191,553.9
86.3241,553.9
86.4291,553.9
86.5341,553.801
86.6391,553.801
86.7441,553.801
86.8491,553.801
86.9541,553.801
87.0591,553.801
87.1641,553.801
87.2691,553.801
87.3741,553.801
87.4791,553.801
87.5841,553.774
87.6891,553.774
87.7941,553.774
87.8991,553.774
88.0041,553.774
88.1091,553.774
88.2141,553.774
88.3191,553.774
88.4241,553.774
88.5291,553.662
88.6341,553.662
88.7391,553.662
88.8441,553.662
88.9491,553.662
89.0541,553.662
89.1591,553.662
89.2641,553.662
89.3691,553.662
89.4741,553.662
89.5791,553.63
89.6841,553.63
89.7891,553.63
89.8941,553.63
89.9991,553.63
90.1041,553.63
90.2091,553.63
90.3141,553.63
90.4191,553.63
90.5241,553.61
90.6308,553.61
90.7341,553.61
90.8391,553.61
90.9441,553.61
91.0491,553.61
91.1541,553.61
91.2591,553.61
91.3641,553.61
91.4691,553.61
91.5741,553.582
91.6791,553.582
91.7841,553.582
91.8891,553.582
91.9941,553.582
92.0991,553.582
92.2041,553.582
92.3091,553.582
92.4141,553.582
92.5191,553.588
92.6241,553.588
92.7291,553.588
92.8341,553.588
92.9391,553.588
93.0441,553.588
93.1491,553.588
93.2541,553.588
93.3591,553.588
93.4641,553.588
93.5691,553.597
93.6741,553.597
93.7791,553.597
93.8841,553.597
93.9891,553.597
94.0941,553.597
94.1991,553.597
94.3041,553.597
94.4091,553.597
94.5141,553.608
94.6191,553.608
94.7241,553.608
94.8291,553.608
94.9341,553.608
95.0391,553.608
95.1441,553.608
95.2491,553.608
95.3541,553.608
95.4591,553.608
95.5641,553.659
95.6691,553.659
95.7741,553.659
95.8808,553.659
95.9841,553.659
96.0891,553.659
96.1941,553.659
96.2991,553.659
96.4041,553.659
96.5091,553.69
96.6141,553.69
96.7191,553.69
96.8241,553.69
96.9291,553.69
97.0341,553.69
97.1391,553.69
97.2441,553.69
97.3491,553.69
97.4541,553.69
97.5591,553.756
97.6641,553.756
97.7691,553.756
97.8741,553.756
97.9791,553.756
98.0841,553.756
98.1891,553.756
98.2941,553.756
98.3991,553.756
98.5041,553.756
98.6091,553.735
98.7141,553.735
98.8191,553.735
98.9241,553.735
99.0291,553.735
99.1341,553.735
99.2391,553.735
99.3441,553.735
99.4491,553.735
99.5541,553.786
99.6591,553.786
99.7641,553.786
99.8691,553.786
99.9741,553.786
100.079,553.786
100.184,553.786
100.289,553.786
100.394,553.786
100.499,553.786
100.604,553.756
100.709,553.756
100.814,553.756
100.919,553.756
101.024,553.756
101.131,553.756
101.234,553.756
101.339,553.756
101.444,553.756
101.549,553.719
101.654,553.719
101.759,553.719
101.864,553.719
101.969,553.719
102.074,553.719
102.179,553.719
102.284,553.719
102.389,553.719
102.494,553.719
102.599,553.728
102.704,553.728
102.809,553.728
102.914,553.728
103.019,553.728
103.124,553.728
103.229,553.728
103.334,553.728
103.439,553.728
103.544,553.748
103.649,553.748
103.754,553.748
103.859,553.748
103.964,553.748
104.069,553.748
104.174,553.748
104.279,553.748
104.384,553.748
104.489,553.748
104.594,553.728
104.699,553.728
104.804,553.728
104.909,553.728
105.014,553.728
105.119,553.728
105.224,553.728
105.329,553.728
105.434,553.728
105.539,553.805
105.644,553.805
105.749,553.805
105.854,553.805
105.959,553.805
106.064,553.805
106.169,553.805
106.274,553.805
106.381,553.805
106.484,553.805
106.589,553.83
106.694,553.83
106.799,553.83
106.904,553.83
107.009,553.83
107.114,553.83
107.219,553.83
107.324,553.83
107.429,553.83
107.534,553.712
107.639,553.712
107.744,553.712
107.849,553.712
107.954,553.712
108.059,553.712
108.164,553.712
108.269,553.712
108.374,553.712
108.479,553.712
108.584,553.617
108.689,553.617
108.794,553.617
108.899,553.617
109.004,553.617
109.109,553.617
109.214,553.617
109.319,553.617
109.424,553.617
109.529,553.454
109.634,553.454
109.739,553.454
109.844,553.454
109.949,553.454
110.054,553.454
110.159,553.454
110.264,553.454
110.369,553.454
110.474,553.454
110.579,553.405
110.684,553.405
110.789,553.405
110.894,553.405
110.999,553.405
111.104,553.405
111.209,553.405
111.314,553.405
111.419,553.405
111.524,553.337
111.631,553.337
111.734,553.337
111.839,553.337
111.944,553.337
112.049,553.337
112.154,553.337
112.259,553.337
112.364,553.337
112.469,553.337
112.574,553.31
112.679,553.31
112.784,553.31
112.889,553.31
112.994,553.31
113.099,553.31
113.204,553.31
113.309,553.31
113.414,553.31
113.519,553.314
113.624,553.314
113.729,553.314
113.834,553.314
113.939,553.314
114.044,553.314
114.149,553.314
114.254,553.314
114.359,553.314
114.464,553.314
114.569,553.259
114.674,553.259
114.779,553.259
114.884,553.259
114.989,553.259
115.094,553.259
115.199,553.259
115.304,553.259
115.409,553.259
115.514,553.173
115.619,553.173
115.724,553.173
115.829,553.173
115.934,553.173
116.039,553.173
116.144,553.173
116.249,553.173
116.354,553.173
116.459,553.173
116.564,553.189
116.669,553.189
116.774,553.189
116.881,553.189
116.984,553.189
117.089,553.189
117.194,553.189
117.299,553.189
117.404,553.189
117.509,553.189
117.614,553.231
117.719,553.231
117.824,553.231
117.929,553.231
118.034,553.231
118.139,553.231
118.244,553.231
118.349,553.231
118.454,553.231
118.559,553.17
118.664,553.17
118.769,553.17
118.874,553.17
118.979,553.17
119.084,553.17
119.189,553.17
119.294,553.17
119.399,553.17
119.504,553.17
119.609,553.193
119.714,553.193
119.819,553.193
119.924,553.193
120.029,553.193
120.134,553.193
120.239,553.193
120.344,553.193
120.449,553.193
120.554,553.246
120.659,553.246
120.764,553.246
120.869,553.246
120.974,553.246
121.079,553.246
121.184,553.246
121.289,553.246
121.394,553.246
121.499,553.246
121.604,553.363
121.709,553.363
121.814,553.363
121.919,553.363
122.024,553.363
122.131,553.363
122.234,553.363
122.339,553.363
122.444,553.363
122.549,553.421
122.654,553.421
122.759,553.421
122.864,553.421
122.969,553.421
123.074,553.421
123.179,553.421
123.284,553.421
123.389,553.421
123.494,553.421
123.599,553.428
123.704,553.428
123.809,553.428
123.914,553.428
124.019,553.428
124.124,553.428
124.229,553.428
124.334,553.428
124.439,553.428
124.544,553.407
124.649,553.407
124.754,553.407
124.859,553.407
124.964,553.407
125.069,553.407
125.174,553.407
125.279,553.407
125.384,553.407
125.489,553.407
125.594,553.328
125.699,553.328
125.804,553.328
125.909,553.328
126.014,553.328
126.119,553.328
126.224,553.328
126.329,553.328
126.434,553.328
126.539,553.293
126.644,553.293
126.749,553.293
126.854,553.293
126.959,553.293
127.064,553.293
127.169,553.293
127.274,553.293
127.381,553.293
127.484,553.293
127.589,553.172
127.694,553.172
127.799,553.172
127.904,553.172
128.009,553.172
128.114,553.172
128.219,553.172
128.324,553.172
128.429,553.172
128.534,553.031
128.639,553.031
128.744,553.031
128.849,553.031
128.954,553.031
129.059,553.031
129.164,553.031
129.269,553.031
129.374,553.031
129.479,553.031
129.584,552.931
129.689,552.931
129.794,552.931
129.899,552.931
130.004,552.931
130.109,552.931
130.214,552.931
130.319,552.931
130.424,552.931
130.529,552.83
130.634,552.83
130.739,552.83
130.844,552.83
130.949,552.83
131.054,552.83
131.159,552.83
131.264,552.83
131.369,552.83
131.474,552.83
131.579,552.726
131.684,552.726
131.789,552.726
131.894,552.726
131.999,552.726
132.104,552.726
132.209,552.726
132.314,552.726
132.419,552.726
132.524,552.645
132.631,552.645
132.734,552.645
132.839,552.645
132.944,552.645
133.049,552.645
133.154,552.645
133.259,552.645
133.364,552.645
133.469,552.645
133.574,552.522
133.679,552.522
133.784,552.522
133.889,552.522
133.994,552.522
134.099,552.522
134.204,552.522
134.309,552.522
134.414,552.522
134.519,552.4
134.624,552.4
134.729,552.4
134.834,552.4
134.939,552.4
135.044,552.4
135.149,552.4
135.254,552.4
135.359,552.4
135.464,552.4
135.569,552.352
135.674,552.352
135.779,552.352
135.884,552.352
135.989,552.352
136.094,552.352
136.199,552.352
136.304,552.352
136.409,552.352
136.514,552.364
136.619,552.364
136.724,552.364
136.829,552.364
136.934,552.364
137.039,552.364
137.144,552.364
137.249,552.364
137.354,552.364
137.459,552.364
137.564,552.364
137.669,552.364
137.774,552.364
137.881,552.364
137.984,552.364
138.089,552.364
138.194,552.364
138.299,552.364
138.404,552.364
138.509,552.364
138.614,552.344
138.719,552.344
138.824,552.344
138.929,552.344
139.034,552.344
139.139,552.344
139.244,552.344
139.349,552.344
139.454,552.344
139.559,552.335
139.664,552.335
139.769,552.335
139.874,552.335
139.979,552.335
140.084,552.335
140.189,552.335
140.294,552.335
140.399,552.335
140.504,552.335
140.609,552.338
140.714,552.338
140.819,552.338
140.924,552.338
141.029,552.338
141.134,552.338
141.239,552.338
141.344,552.338
141.449,552.338
141.554,552.359
141.659,552.359
141.764,552.359
141.869,552.359
141.974,552.359
142.079,552.359
142.184,552.359
142.289,552.359
142.394,552.359
142.499,552.359
142.604,552.416
142.709,552.416
142.814,552.416
142.919,552.416
143.024,552.416
143.131,552.416
143.234,552.416
143.339,552.416
143.444,552.416
143.549,552.452
143.654,552.452
143.759,552.452
143.864,552.452
143.969,552.452
144.074,552.452
144.179,552.452
144.284,552.452
144.389,552.452
144.494,552.452
144.599,552.503
144.704,552.503
144.809,552.503
144.914,552.503
145.019,552.503
145.124,552.503
145.229,552.503
145.334,552.503
145.439,552.503
145.544,552.481
145.649,552.481
145.754,552.481
145.859,552.481
145.964,552.481
146.069,552.481
146.174,552.481
146.279,552.481
146.384,552.481
146.489,552.481
146.594,552.451
146.699,552.451
146.804,552.451
146.909,552.451
147.014,552.451
147.119,552.451
147.224,552.451
147.329,552.451
147.434,552.451
147.539,552.43
147.644,552.43
147.749,552.43
147.854,552.43
147.959,552.43
148.064,552.43
148.169,552.43
148.274,552.43
148.381,552.43
148.484,552.43
148.589,552.422
148.694,552.422
148.799,552.422
148.904,552.422
149.009,552.422
149.114,552.422
149.219,552.422
149.324,552.422
149.429,552.422
149.534,552.437
149.639,552.437
149.744,552.437
149.849,552.437
149.954,552.437
150.059,552.437
150.164,552.437
150.269,552.437
150.374,552.437
150.479,552.437
150.584,552.485
150.689,552.485
150.794,552.485
150.899,552.485
151.004,552.485
151.109,552.485
151.214,552.485
151.319,552.485
151.424,552.485
151.529,552.497
151.634,552.497
151.739,552.497
151.844,552.497
151.949,552.497
152.054,552.497
152.159,552.497
152.264,552.497
152.369,552.497
152.474,552.497
152.579,552.507
152.684,552.507
152.789,552.507
152.894,552.507
152.999,552.507
153.104,552.507
153.209,552.507
153.314,552.507
153.419,552.507
153.524,552.54
153.631,552.54
153.734,552.54
153.839,552.54
153.944,552.54
154.049,552.54
154.154,552.54
154.259,552.54
154.364,552.54
154.469,552.54
154.574,552.571
154.679,552.571
154.784,552.571
154.889,552.571
154.994,552.571
155.099,552.571
155.204,552.571
155.309,552.571
155.414,552.571
155.519,552.639
155.624,552.639
155.729,552.639
155.834,552.639
155.939,552.639
156.044,552.639
156.149,552.639
156.254,552.639
156.359,552.639
156.464,552.639
156.569,552.709
156.674,552.709
156.779,552.709
156.884,552.709
156.989,552.709
157.094,552.709
157.199,552.709
157.304,552.709
157.409,552.709
157.514,552.709
157.619,552.825
157.724,552.825
157.829,552.825
157.934,552.825
158.039,552.825
158.144,552.825
158.249,552.825
158.354,552.825
158.459,552.825
158.564,552.918
158.669,552.918
158.774,552.918
158.881,552.918
158.984,552.918
159.089,552.918
159.194,552.918
159.299,552.918
159.404,552.918
159.509,552.918
159.614,552.94
159.719,552.94
159.824,552.94
159.929,552.94
160.034,552.94
160.139,552.94
160.244,552.94
160.349,552.94
160.454,552.94
160.559,552.978
160.664,552.978
160.769,552.978
160.874,552.978
160.979,552.978
161.084,552.978
161.189,552.978
161.294,552.978
161.399,552.978
161.504,552.978
161.609,552.989
161.714,552.989
161.819,552.989
161.924,552.989
162.029,552.989
162.134,552.989
162.239,552.989
162.344,552.989
162.449,552.989
162.554,553.026
162.659,553.026
162.764,553.026
162.869,553.026
162.974,553.026
163.079,553.026
163.184,553.026
163.289,553.026
163.394,553.026
163.499,553.026
163.604,553.032
163.709,553.032
163.814,553.032
163.919,553.032
164.024,553.032
164.131,553.032
164.234,553.032
164.339,553.032
164.444,553.032
164.549,553.026
164.654,553.026
164.759,553.026
164.864,553.026
164.969,553.026
165.074,553.026
165.179,553.026
165.284,553.026
165.389,553.026
165.494,553.026
165.599,553.036
165.704,553.036
165.809,553.036
165.914,553.036
166.019,553.036
166.124,553.036
166.229,553.036
166.334,553.036
166.439,553.036
166.544,553.069
166.649,553.069
166.754,553.069
166.859,553.069
166.964,553.069
167.069,553.069
167.174,553.069
167.279,553.069
167.384,553.069
167.489,553.069
167.594,553.102
167.699,553.102
167.804,553.102
167.909,553.102
168.014,553.102
168.119,553.102
168.224,553.102
168.329,553.102
168.434,553.102
168.539,553.101
168.644,553.101
168.749,553.101
168.854,553.101
168.959,553.101
169.064,553.101
169.169,553.101
169.274,553.101
169.381,553.101
169.484,553.101
169.589,553.1
169.694,553.1
169.799,553.1
169.904,553.1
170.009,553.1
170.114,553.1
170.219,553.1
170.324,553.1
170.429,553.1
170.534,553.069
170.639,553.069
170.744,553.069
170.849,553.069
170.954,553.069
171.059,553.069
171.164,553.069
171.269,553.069
171.374,553.069
171.479,553.069
171.584,553.044
171.689,553.044
171.794,553.044
171.899,553.044
172.004,553.044
172.109,553.044
172.214,553.044
172.319,553.044
172.424,553.044
172.529,552.995
172.634,552.995
172.739,552.995
172.844,552.995
172.949,552.995
173.054,552.995
173.159,552.995
173.264,552.995
173.369,552.995
173.474,552.995
173.579,552.984
173.684,552.984
173.789,552.984
173.894,552.984
173.999,552.984
174.104,552.984
174.209,552.984
174.314,552.984
174.419,552.984
174.524,552.884
174.631,552.884
174.734,552.884
174.839,552.884
174.944,552.884
175.049,552.884
175.154,552.884
175.259,552.884
175.364,552.884
175.469,552.884
175.574,552.848
175.679,552.848
175.784,552.848
175.889,552.848
175.994,552.848
176.099,552.848
176.204,552.848
176.309,552.848
176.414,552.848
176.519,552.848
176.624,552.738
176.729,552.738
176.834,552.738
176.939,552.738
177.044,552.738
177.149,552.738
177.254,552.738
177.359,552.738
177.464,552.738
177.569,552.68
177.674,552.68
177.779,552.68
177.884,552.68
177.989,552.68
178.094,552.68
178.199,552.68
178.304,552.68
178.409,552.68
178.514,552.68
178.619,552.662
178.724,552.662
178.829,552.662
178.934,552.662
179.039,552.662
179.144,552.662
179.249,552.662
179.354,552.662
179.459,552.662
179.564,552.695
179.669,552.695
179.774,552.695
179.881,552.695
179.984,552.695
180.089,552.695
180.194,552.695
180.299,552.695
180.404,552.695
180.509,552.695
180.614,552.757
180.719,552.757
180.824,552.757
180.929,552.757
181.034,552.757
181.139,552.757
181.244,552.757
181.349,552.757
181.454,552.757
181.559,552.89
181.664,552.89
181.769,552.89
181.874,552.89
181.979,552.89
182.084,552.89
182.189,552.89
182.294,552.89
182.399,552.89
182.504,552.89
182.609,552.92
182.714,552.92
182.819,552.92
182.924,552.92
183.029,552.92
183.134,552.92
183.239,552.92
183.344,552.92
183.449,552.92
183.554,552.893
183.659,552.893
183.764,552.893
183.869,552.893
183.974,552.893
184.079,552.893
184.184,552.893
184.289,552.893
184.394,552.893
184.499,552.893
184.604,552.986
184.709,552.986
184.814,552.986
184.919,552.986
185.024,552.986
185.131,552.986
185.234,552.986
185.339,552.986
185.444,552.986
185.549,553.102
185.654,553.102
185.759,553.102
185.864,553.102
185.969,553.102
186.074,553.102
186.179,553.102
186.284,553.102
186.389,553.102
186.494,553.102
186.599,553.252
186.704,553.252
186.809,553.252
186.914,553.252
187.019,553.252
187.124,553.252
187.229,553.252
187.334,553.252
187.439,553.252
187.544,553.301
187.649,553.301
187.754,553.301
187.859,553.301
187.964,553.301
188.069,553.301
188.174,553.301
188.279,553.301
188.384,553.301
188.489,553.301
188.594,553.333
188.699,553.333
188.804,553.333
188.909,553.333
189.014,553.333
189.119,553.333
189.224,553.333
189.329,553.333
189.434,553.333
189.539,553.367
189.644,553.367
189.749,553.367
189.854,553.367
189.959,553.367
190.064,553.367
190.169,553.367
190.274,553.367
190.381,553.367
190.484,553.367
190.589,553.484
190.694,553.484
190.799,553.484
190.904,553.484
191.009,553.484
191.114,553.484
191.219,553.484
191.324,553.484
191.429,553.484
191.534,553.596
191.639,553.596
191.744,553.596
191.849,553.596
191.954,553.596
192.059,553.596
192.164,553.596
192.269,553.596
192.374,553.596
192.479,553.596
192.584,553.736
192.689,553.736
192.794,553.736
192.899,553.736
193.004,553.736
193.109,553.736
193.214,553.736
193.319,553.736
193.424,553.736
193.529,553.85
193.634,553.85
193.739,553.85
193.844,553.85
193.949,553.85
194.054,553.85
194.159,553.85
194.264,553.85
194.369,553.85
194.474,553.85
194.579,553.971
194.684,553.971
194.789,553.971
194.894,553.971
194.999,553.971
195.104,553.971
195.209,553.971
195.314,553.971
195.419,553.971
195.524,554.056
195.64,554.056
195.734,554.056
195.839,554.056
195.944,554.056
196.049,554.056
196.154,554.056
196.259,554.056
196.364,554.056
196.469,554.056
196.574,554.098
196.679,554.098
196.784,554.098
196.889,554.098
196.994,554.098
197.099,554.098
197.204,554.098
197.309,554.098
197.414,554.098
197.519,554.098
197.624,554.148
197.729,554.148
197.834,554.148
197.939,554.148
198.044,554.148
198.149,554.148
198.254,554.148
198.359,554.148
198.464,554.148
198.569,554.17
198.674,554.17
198.779,554.17
198.884,554.17
198.989,554.17
199.094,554.17
199.199,554.17
199.304,554.17
199.409,554.17
199.514,554.17
199.619,554.113
199.724,554.113
199.829,554.113
199.934,554.113
200.039,554.113
200.144,554.113
200.249,554.113
200.354,554.113
200.459,554.113
200.564,554.13
200.669,554.13
200.774,554.13
200.89,554.13
200.984,554.13
201.089,554.13
201.194,554.13
201.299,554.13
201.404,554.13
201.509,554.13
201.614,554.185
201.719,554.185
201.824,554.185
201.929,554.185
202.034,554.185
202.139,554.185
202.244,554.185
202.349,554.185
