#time, lat[]
27.9231,0
28.0281,0
28.1331,0
28.2381,0
28.3431,0
28.4481,0
28.5531,0
28.6581,0
28.7631,0
28.8681,0
28.9731,0
29.0781,0
29.1831,0
29.2881,0
29.3931,0
29.4981,0
29.6031,0
29.7081,0
29.8131,0
29.9181,0
30.0231,0
30.1281,0
30.2331,0
30.3381,0
30.4431,0
30.5481,48.0664
30.6531,48.0664
30.7581,48.0664
30.8631,48.0664
30.9681,48.0664
31.0731,48.0664
31.1781,48.0664
31.2831,48.0664
31.3881,48.0664
31.4931,48.0666
31.5981,48.0666
31.7031,48.0666
31.8081,48.0666
31.9131,48.0666
32.0181,48.0666
32.1231,48.0666
32.2281,48.0666
32.3331,48.0666
32.4381,48.0666
32.5431,48.0665
32.6481,48.0665
32.7531,48.0665
32.8581,48.0665
32.9647,48.0665
33.0681,48.0665
33.1731,48.0665
33.2781,48.0665
33.3831,48.0665
33.4881,48.0665
33.5931,48.0665
33.6981,48.0665
33.8031,48.0665
33.9081,48.0665
34.0131,48.0665
34.1181,48.0665
34.2231,48.0665
34.3281,48.0665
34.4331,48.0665
34.5381,48.0665
34.6431,48.0665
34.7481,48.0665
34.8531,48.0665
34.9581,48.0665
35.0631,48.0665
35.1681,48.0665
35.2731,48.0665
35.3781,48.0665
35.4831,48.0665
35.5881,48.0666
35.6931,48.0666
35.7981,48.0666
35.9031,48.0666
36.0081,48.0666
36.1131,48.0666
36.2181,48.0666
36.3231,48.0666
36.4281,48.0666
36.5331,48.0666
36.6381,48.0666
36.7431,48.0666
36.8481,48.0666
36.9531,48.0666
37.0581,48.0666
37.1631,48.0666
37.2681,48.0666
37.3731,48.0666
37.4781,48.0666
37.5831,48.0666
37.6881,48.0666
37.7931,48.0666
37.8981,48.0666
38.0031,48.0666
38.1081,48.0666
38.2147,48.0666
38.3181,48.0666
38.4231,48.0666
38.5281,48.0666
38.6331,48.0666
38.7381,48.0666
38.8431,48.0666
38.9481,48.0666
39.0531,48.0666
39.1581,48.0666
39.2631,48.0666
39.3681,48.0666
39.4731,48.0666
39.5781,48.0666
39.6831,48.0666
39.7881,48.0666
39.8931,48.0666
39.9981,48.0666
40.1031,48.0666
40.2081,48.0666
40.3131,48.0666
40.4181,48.0666
40.5231,48.0666
40.6281,48.0666
40.7331,48.0666
40.8381,48.0666
40.9431,48.0666
41.0481,48.0666
41.1531,48.0666
41.2581,48.0666
41.3631,48.0666
41.4682,48.0666
41.5731,48.0666
41.6781,48.0666
41.8041,48.0666
41.9091,48.0666
42.0141,48.0666
42.1191,48.0666
42.2241,48.0666
42.3291,48.0666
42.4341,48.0666
42.5391,48.0666
42.6441,48.0666
42.7491,48.0666
42.8541,48.0666
42.9591,48.0666
43.0641,48.0666
43.1691,48.0666
43.2741,48.0666
43.3808,48.0666
43.4841,48.0666
43.5891,48.0666
43.6941,48.0666
43.7991,48.0666
43.9041,48.0666
44.0091,48.0666
44.1141,48.0666
44.2191,48.0666
44.3241,48.0666
44.4291,48.0666
44.5341,48.0666
44.6391,48.0666
44.7441,48.0666
44.8491,48.0666
44.9541,48.0666
45.0591,48.0666
45.1641,48.0666
45.2691,48.0666
45.3741,48.0666
45.4791,48.0666
45.5841,48.0666
45.6891,48.0666
45.7941,48.0666
45.8991,48.0666
46.0041,48.0666
46.1091,48.0666
46.2141,48.0666
46.3191,48.0666
46.4241,48.0666
46.5291,48.0666
46.6341,48.0666
46.7391,48.0666
46.8441,48.0666
46.9491,48.0666
47.0541,48.0666
47.1591,48.0666
47.2641,48.0666
47.3691,48.0666
47.4741,48.0666
47.5791,48.0666
47.6841,48.0666
47.7891,48.0666
47.8941,48.0666
47.9991,48.0666
48.1041,48.0666
48.2091,48.0666
48.3141,48.0666
48.4191,48.0666
48.5241,48.0666
48.6308,48.0666
48.7341,48.0666
48.8391,48.0666
48.9441,48.0666
49.0491,48.0666
49.1541,48.0666
49.2591,48.0666
49.3641,48.0666
49.4691,48.0666
49.5741,48.0666
49.6791,48.0666
49.7841,48.0666
49.8891,48.0666
49.9941,48.0666
50.0991,48.0666
50.2041,48.0666
50.3091,48.0666
50.4141,48.0666
50.5191,48.0666
50.6241,48.0666
50.7291,48.0666
50.8341,48.0666
50.9391,48.0666
51.0441,48.0666
51.1491,48.0666
51.2541,48.0666
51.3591,48.0666
51.4641,48.0666
51.5691,48.0666
51.6741,48.0666
51.7791,48.0666
51.8841,48.0666
51.9891,48.0666
52.0941,48.0666
52.1991,48.0666
52.3041,48.0666
52.4091,48.0666
52.5141,48.0666
52.6191,48.0666
52.7241,48.0666
52.8291,48.0666
52.9341,48.0666
53.0391,48.0666
53.1441,48.0666
53.2491,48.0666
53.3541,48.0666
53.4591,48.0666
53.5641,48.0666
53.6691,48.0666
53.7741,48.0666
53.8889,48.0666
53.9841,48.0666
54.0891,48.0666
54.1941,48.0666
54.2991,48.0666
54.4041,48.0666
54.5091,48.0666
54.6141,48.0666
54.7191,48.0666
54.8241,48.0666
54.9291,48.0666
55.0341,48.0666
55.1391,48.0666
55.2441,48.0666
55.3491,48.0666
55.4541,48.0666
55.5591,48.0666
55.6641,48.0666
55.7691,48.0666
55.8741,48.0666
55.9791,48.0666
56.0841,48.0666
56.1891,48.0666
56.2941,48.0666
56.3991,48.0666
56.5041,48.0666
56.6091,48.0666
56.7141,48.0666
56.8191,48.0666
56.9241,48.0666
57.0291,48.0666
57.1341,48.0666
57.2391,48.0666
57.3441,48.0666
57.4491,48.0666
57.5541,48.0666
57.6591,48.0666
57.7641,48.0666
57.8691,48.0666
57.9741,48.0666
58.0791,48.0666
58.1841,48.0666
58.2891,48.0666
58.3941,48.0666
58.4991,48.0666
58.6041,48.0666
58.7091,48.0666
58.8141,48.0666
58.9191,48.0666
59.0241,48.0666
59.1389,48.0666
59.2341,48.0666
59.3391,48.0666
59.4441,48.0666
59.5491,48.0666
59.6541,48.0666
59.7591,48.0666
59.8641,48.0666
59.9691,48.0666
60.0741,48.0666
60.1791,48.0666
60.2841,48.0666
60.3891,48.0666
60.4941,48.0666
60.5991,48.0666
60.7041,48.0666
60.8091,48.0666
60.9141,48.0666
61.0191,48.0666
61.1241,48.0666
61.2291,48.0666
61.3341,48.0666
61.4391,48.0666
61.5441,48.0666
61.6491,48.0666
61.7541,48.0666
61.8591,48.0666
61.9641,48.0666
62.0691,48.0666
62.1741,48.0666
62.2791,48.0666
62.3841,48.0666
62.4891,48.0666
62.5941,48.0666
62.6991,48.0666
62.8041,48.0666
62.9091,48.0666
63.0141,48.0666
63.1191,48.0666
63.2241,48.0666
63.3291,48.0666
63.4341,48.0666
63.5391,48.0666
63.6441,48.0666
63.7491,48.0666
63.8541,48.0666
63.9591,48.0666
64.0641,48.0666
64.1691,48.0666
64.2741,48.0666
64.3808,48.0666
64.4841,48.0666
64.5891,48.0666
64.6941,48.0666
64.7991,48.0666
64.9041,48.0666
65.0091,48.0666
65.1141,48.0666
65.2191,48.0666
65.3241,48.0666
65.4291,48.0666
65.5341,48.0666
65.6391,48.0666
65.7441,48.0666
65.8491,48.0666
65.9541,48.0666
66.0591,48.0666
66.1641,48.0666
66.2691,48.0666
66.3741,48.0666
66.4792,48.0666
66.5841,48.0666
66.6891,48.0666
66.7941,48.0666
66.8991,48.0666
67.0041,48.0666
67.1091,48.0666
67.2141,48.0666
67.3191,48.0666
67.4241,48.0666
67.5291,48.0666
67.6341,48.0666
67.7391,48.0666
67.8441,48.0666
67.9491,48.0666
68.0541,48.0666
68.1591,48.0666
68.2641,48.0666
68.3691,48.0666
68.4741,48.0666
68.5791,48.0666
68.6841,48.0666
68.7891,48.0666
68.8941,48.0666
68.9991,48.0666
69.1041,48.0666
69.2091,48.0666
69.3141,48.0666
