#time, Spd[]
86.4968,39.1319
86.5968,38.42
86.6968,38.7562
86.7968,39.7311
86.8968,38.6885
86.9968,37.9778
87.0968,37.4236
87.1968,37.5908
87.2968,38.5672
87.3968,40.7665
87.4968,37.0526
87.5968,33.0305
87.6968,29.1398
87.7968,24.8231
87.8968,20.9308
87.9968,36.5957
88.0968,40.3746
88.1968,41.685
88.2968,41.3165
88.3968,41.1659
88.4968,42.755
88.5968,44.0206
88.6968,44.2677
88.7968,44.535
88.8968,43.8766
88.9968,41.5407
89.0968,41.8459
89.1968,41.6767
89.2968,41.6544
89.3968,42.2044
89.4968,41.5298
89.5968,41.3566
89.6968,41.5853
89.7968,43.0071
89.8968,44.692
89.9968,45.3532
90.0968,44.8103
90.1968,45.5863
90.2968,44.201
90.3968,43.9062
90.4968,43.7923
90.5968,43.5162
90.6968,43.8427
90.7968,42.1821
90.8968,40.4682
90.9968,42.1672
91.0968,43.2201
91.1968,43.2834
91.2968,43.2778
91.3968,42.1379
91.4968,40.3378
91.5968,40.421
91.6968,38.8989
91.7968,38.6051
91.8968,38.6237
91.9968,38.8444
92.0968,37.3905
92.1968,36.8148
92.2968,36.7365
92.3968,37.5979
92.4968,36.9172
92.5968,33.1797
92.6968,29.5256
92.7968,25.5513
92.8968,21.0314
92.9968,17.1524
93.0968,14.0424
93.1968,11.6877
93.2968,26.4961
93.3968,27.2698
93.4968,28.6686
93.5968,29.1008
93.6968,29.6775
93.7968,29.7601
93.8968,30.6168
93.9968,30.2096
94.0968,29.8419
94.1968,31.0636
94.2968,32.5075
94.3968,32.5211
94.4968,32.7976
94.5968,32.2667
94.6968,30.8818
94.7968,28.183
94.8968,26.7935
94.9968,25.2906
95.0968,20.4415
95.1968,16.0643
95.2968,12.48
95.3968,9.5426
95.4968,7.07912
95.5968,4.71781
95.6968,3.36305
95.7968,2.27607
95.8968,1.40036
95.9968,10.7082
96.0968,14.6862
96.1968,17.0627
96.2968,17.4838
96.3968,17.7336
96.4968,17.7336
96.5968,17.7336
96.6968,17.7336
96.7968,17.7336
96.8968,17.7336
96.9968,17.7336
97.0968,17.7336
97.1968,17.7336
97.2968,17.7336
97.3968,17.7336
97.4968,17.7336
97.5968,17.7336
97.6968,17.7336
97.7968,17.7336
97.8968,17.7336
97.9968,17.7336
98.0968,0.283019
98.1968,0.0707107
98.2968,0.160312
98.3968,0.0943398
98.4968,0.162788
98.5968,0.06
98.6968,0.130384
98.7968,0.0565685
98.8968,0.186815
98.9968,0.108167
99.0968,0.0583095
99.1968,0.0565685
99.2968,0.0707107
99.3968,0.167631
99.4968,0.1
99.5968,0.0806226
99.6968,0.458039
99.7968,0.106301
99.8968,0.275136
99.9968,0.214709
100.097,0.274591
100.197,0.06
100.297,0.03
100.397,0.104403
100.497,0.141421
100.597,0.0905538
100.697,0.0360555
100.797,0.114018
100.897,0.123693
100.997,0.126491
101.097,0.0583095
101.197,0.139284
101.297,0.134536
101.397,0.0223607
101.497,0.150333
101.597,0.114018
101.697,0.0761577
101.797,0.02
101.897,0.111803
101.997,0.10198
102.097,0.144222
102.197,0.0424264
102.297,0.072111
102.397,0.138924
102.497,0.130384
102.597,0.067082
102.697,0.0921954
102.797,0.0583095
102.897,0.0728011
102.997,0.0509902
103.097,0.05
103.197,0.05
103.297,0.0806226
103.397,0.192094
103.497,0.072111
103.597,0.114018
103.697,0.0948683
103.797,0.120416
103.897,0.0360555
103.997,0.12
104.097,0.0728011
104.197,0.0761577
104.297,0.0509902
104.397,0.12083
104.497,0.130384
104.597,0.14
104.697,0.144222
104.797,0.301496
104.897,0.167631
104.997,0.134536
105.097,0.0412311
105.197,0.072111
105.297,0.250799
105.397,0.067082
105.497,0.1
105.597,0.10198
105.697,0.072111
105.797,0.0360555
105.897,0.0860232
105.997,0.0608276
106.097,0.0412311
106.197,0.367151
106.297,0.228473
106.397,0.0984886
106.497,0.02
106.597,0.110454
106.697,0.0360555
106.797,0.05
106.897,0.0141421
106.997,0.111803
107.097,0.169706
107.197,0.0565685
107.297,0.0447214
107.397,0.111803
107.497,0.0728011
107.597,0.01
107.697,0.072111
107.797,0.0412311
107.897,0.0781025
107.997,0.12
108.097,0.172046
108.197,0.0509902
108.297,0.0781025
108.397,0.0316228
108.497,0.117047
108.597,0.0509902
108.697,0.107703
108.797,0.111803
108.897,0.167631
108.997,0.0894427
109.097,0.0538516
109.197,0.143178
109.297,0.0583095
109.397,0.13
109.497,0.167631
109.597,0.0447214
109.697,0.0728011
109.797,0.114018
109.897,0.067082
109.997,0.06
110.097,0.08544
110.197,0.12083
110.297,0.01
110.397,0.206155
110.497,0.114018
110.597,0.143178
110.697,0.0412311
110.797,0.104403
110.897,0.0806226
110.997,0.0984886
111.097,0.0824621
111.197,0.150333
111.297,0.15
111.397,0.16
111.497,0.13
111.597,0.0848528
111.697,0.0894427
111.797,0.117047
111.897,0.399249
111.997,0.385876
112.097,0.438634
112.197,0.302324
112.297,0.0447214
112.397,0.0583095
112.497,0.408044
112.597,0.09
112.697,0.0989949
112.797,0.05
112.897,0.219317
112.997,0.158114
113.097,0.17088
113.197,0.14
113.297,0.0921954
113.397,0.120416
113.497,0.12
113.597,0.275862
113.697,0.172627
113.797,0.31305
113.897,0.254951
113.997,0.114018
114.097,0.0860232
114.197,0.0905538
114.297,0.130384
114.397,0.200998
114.497,0.0781025
114.597,0.114018
114.697,0.0948683
114.797,0.0583095
114.897,0.06
114.997,0.151327
115.097,0.0447214
115.197,0.100499
115.297,0.100499
115.397,0.0921954
115.497,0.152643
115.597,0.0781025
115.697,0.141421
115.797,0.067082
115.897,0.128062
115.997,0.0632455
116.097,0.194165
116.197,0.150333
116.297,0.262488
116.397,0.162788
116.497,0.0806226
116.597,0.0781025
116.697,0.308869
116.797,0.104403
116.897,0.0632455
116.997,0.10198
117.097,0.171172
117.197,0.187883
117.297,0.0447214
117.397,0.131529
117.497,0.107703
117.597,0.0905538
117.697,0.121655
117.797,0.15
117.897,0.133417
117.997,0.104403
118.097,0.164012
118.197,0.161245
118.297,0.0894427
118.397,0.0583095
118.497,0.0583095
118.597,0.09
118.697,0.0848528
118.797,0.116619
118.897,0.120416
118.997,0.117047
119.097,0.0509902
119.197,0.142127
119.297,0.111803
119.397,0.0424264
119.497,0.0509902
119.597,0.214009
119.697,0.12
119.797,0.0412311
119.897,0.102956
119.997,0.111803
120.097,0.0316228
120.197,0.0608276
120.297,0.183848
120.397,0.0424264
120.497,0.0728011
120.597,0.0894427
120.697,0.0905538
120.797,0.0509902
120.897,0.1
120.997,0.0608276
121.097,0
121.197,0.156205
121.297,0.278029
121.397,0.12083
121.497,0.102956
121.597,0.180278
121.697,0.123693
121.797,0.0984886
121.897,0.072111
121.997,0.0282843
122.097,0.111803
122.197,0.0860232
122.297,0.0509902
122.397,0.166433
122.497,0.0583095
122.597,0.140357
122.697,0.08544
122.797,0.072111
122.897,0.202485
122.997,0.114018
123.097,0.01
123.197,0.160312
123.297,0.0608276
123.397,0.172046
123.497,0.08
123.597,0.0223607
123.697,0.0447214
123.797,0.0509902
123.897,0.0424264
123.997,0.0921954
124.097,0.0761577
124.197,0.158114
124.297,0.12083
124.397,0.1
124.497,0.0824621
124.597,0.06
124.697,0.01
124.797,0.04
124.897,0.286531
124.997,0.300832
125.097,0.266271
125.197,0.0905538
125.297,0.067082
125.397,0.0316228
125.497,0.0223607
125.597,0.121655
125.697,0.0509902
125.797,0.0360555
125.897,0.111803
125.997,0.123693
126.097,0.0921954
126.197,0.206155
126.297,0.121655
126.397,0.12083
126.497,0.0806226
126.597,0.0538516
126.697,0.0632455
126.797,0.0509902
126.897,0.0565685
126.997,0.0316228
127.097,0.143178
127.197,0.2
127.297,0.171172
127.397,0.161555
127.497,0.0948683
127.597,0.0707107
127.697,0.141421
127.797,0.0984886
127.897,0.130384
127.997,0.01
128.097,0.0447214
128.197,0.181108
128.297,0.17
128.397,0.05
128.497,0.102956
128.597,0.0316228
128.697,0.17088
128.797,0.133417
128.897,0.228254
128.997,0.116619
129.097,0.05
129.197,0.223607
129.297,0.0707107
129.397,0.190263
129.497,0.0948683
129.597,0.0141421
129.697,0.120416
129.797,0.0538516
129.897,0.13
129.997,0.0707107
130.097,0.0640312
130.197,0.518556
130.297,0.232594
130.397,0.144222
130.497,0.0761577
130.597,0.0921954
130.697,0.194165
130.797,0.143178
130.897,0.121655
130.997,0.13
131.097,0.0921954
131.197,0.0360555
131.297,0.152971
131.397,0.167631
131.497,0.0948683
131.597,0.0538516
131.697,0.15
131.797,0.161555
131.897,0.0447214
131.997,0.187883
132.097,0.22561
132.197,0.0984886
132.297,0.189737
132.397,0.117047
132.497,0.0360555
132.597,0.147648
132.697,0.164012
132.797,0.0806226
132.897,0.0707107
132.997,0.0824621
133.097,0.0608276
133.197,0.0509902
133.297,0.117047
133.397,0.067082
133.497,0.0316228
133.597,0.0728011
133.697,0.203961
133.797,0.01
133.897,0.108167
133.997,0.0583095
134.097,0.143178
134.197,0.0905538
134.297,0.05
134.397,0.156525
134.497,0.0948683
134.597,0.100499
134.697,0.0316228
134.797,0.141421
134.897,0.110454
134.997,0.0728011
135.097,0.134164
135.197,0.327567
135.297,0.136015
135.397,0.219317
135.497,0.269072
135.597,0.240416
135.697,0.242074
135.797,0.121655
135.897,0.283196
135.997,0.134536
136.097,0.172627
136.197,0.165529
136.297,0.197231
136.397,0.166433
136.497,0.270185
136.597,0.174642
136.697,0.110454
136.797,0.116619
136.897,0.292746
136.997,0.0538516
137.097,0.0781025
137.197,0.158114
137.297,0.0632455
137.397,0.205183
137.497,0.328024
137.597,0.219317
137.697,0.314006
137.797,0.1
137.897,0.108167
137.997,0.0948683
138.097,0.121655
138.197,0.107703
138.297,0.250599
138.397,0.0282843
138.497,0.152971
138.597,0.072111
138.697,0.0761577
138.797,0.182483
138.897,0.0640312
138.997,0.12083
139.097,0.0509902
139.197,0.0412311
139.297,0.0632455
139.397,0.0282843
139.497,0.0905538
139.597,0.0921954
139.697,0.156205
139.797,0.0282843
139.897,0.240416
139.997,0.120416
140.097,0.0921954
140.197,0.0632455
140.297,0.1772
140.397,0.0806226
140.497,0.08544
140.597,0.15
140.697,0.06
140.797,0.152971
140.897,0.280179
140.997,0.136015
141.097,0.264008
141.197,0.2
141.297,0.333017
141.397,0.216333
141.497,0.390512
141.597,0.292062
141.697,0.368917
141.797,0.134536
141.897,0.123693
141.997,0.237065
142.097,0.161245
142.197,0.180278
142.297,0.241868
142.397,0.134164
142.497,0.0728011
142.597,0.167631
142.697,0.140357
142.797,0.183576
142.897,0.141421
142.997,0.216333
143.097,0.106301
143.197,0.106301
143.297,0.180278
143.397,0.264008
143.497,0.0447214
143.597,0.111803
143.697,0.0905538
143.797,0.0223607
143.897,0.0943398
143.997,0.0583095
144.097,0.13
144.197,0.0360555
144.297,0.01
144.397,0.067082
144.497,0.03
144.597,0.067082
144.697,0.05
144.797,0.0806226
144.897,0.21095
144.997,0.0824621
145.097,0.123693
145.197,0.0761577
145.297,0.141421
145.397,0.136015
145.497,0.0781025
145.597,0
145.697,0.01
145.797,0.276586
145.897,0.34176
145.997,0.222036
146.097,0.08544
146.197,0.0223607
146.297,0.067082
146.397,0.0761577
146.497,0.0223607
146.597,0.0141421
146.697,0.01
146.797,0.0806226
146.897,0.102956
146.997,0.126491
147.097,0.0943398
147.197,0.0509902
147.297,0.0608276
147.397,0.130384
147.497,0.12083
147.597,0.215407
147.697,0.0282843
147.797,0.0894427
147.897,0.0707107
147.997,0.0806226
148.097,0.12
148.197,0.0781025
148.297,0.0360555
148.397,0.150333
148.497,0.134164
148.597,0.14
148.697,0.01
148.797,0.458912
148.897,0.134164
148.997,0.06
149.097,0.192354
149.197,0.138924
149.297,0.0632455
149.397,0.0316228
149.497,0.04
149.597,0.246982
149.697,0.03
149.797,0.0761577
149.897,0.178045
149.997,0.0424264
150.097,0.1253
150.197,0.108167
150.297,0.208087
150.397,0.33
150.497,0.128062
150.597,0.141421
150.697,0.0223607
150.797,0.0905538
150.897,0.0824621
150.997,0.141421
151.097,0.1253
151.197,0.0707107
151.297,0.166433
151.397,0.161245
151.497,0.172627
151.597,0.123693
151.697,0.0806226
151.797,0.0583095
151.897,0.0848528
151.997,0.0761577
152.097,0.111803
152.197,0.0223607
152.297,0.0447214
152.397,0.203961
152.497,0.0781025
152.597,0.0509902
152.697,0.072111
152.797,0.0806226
152.897,0.100499
152.997,0.308869
153.097,0.0781025
153.197,0.08544
153.297,0.0984886
153.397,0.072111
153.497,0.233452
153.597,0.01
153.697,0.234307
153.797,0.128062
153.897,0.210238
153.997,0.162788
154.097,0.0894427
154.197,0.172046
154.297,0.108167
154.397,0.04
154.497,0.174642
154.597,0.252982
154.697,0.23
154.797,0.100499
154.897,0.0583095
154.997,0.0989949
155.097,0.223607
155.197,0.0707107
155.297,0.218403
155.397,0.140357
155.497,0.0141421
155.597,0.1772
155.697,0.05
155.797,0.0223607
155.897,0.067082
155.997,0.114018
156.097,0.03
156.197,0.148661
156.297,0.067082
156.397,0.0806226
156.497,0.0223607
156.597,0.05
156.697,0.0921954
156.797,0.0640312
156.897,0.1
156.997,0.0583095
157.097,0.0640312
157.197,0.100499
157.297,0.142127
157.397,0.138924
157.497,0.0921954
157.597,0.121655
157.697,0.111803
157.797,0.0316228
157.897,0.290689
157.997,0.0860232
158.097,0.0728011
158.197,0.180278
158.297,0.0728011
158.397,0.0728011
158.497,0.156525
158.597,0.0141421
158.697,0.0824621
158.797,0.134536
158.897,0.0509902
158.997,0.13
159.097,0.0360555
159.197,0.130384
159.297,0.121655
159.397,0.134536
159.497,0.178885
159.597,0.317805
159.697,0.0781025
159.797,0.08544
159.897,0.0761577
159.997,0.116619
160.097,0.13
160.197,0.0565685
160.297,0.114018
160.397,0.110454
160.497,0.0761577
160.597,0.120416
160.697,0.127279
160.797,0.130384
160.897,0.15
160.997,0.11
161.097,0.05
161.197,0.121655
161.297,0.0583095
161.397,0.138924
161.497,0.136015
161.597,0.07
161.697,0.08544
161.797,0.0781025
161.897,0.127279
161.997,0.203961
162.097,0.121655
162.197,0.0894427
162.297,0.04
162.397,0.415933
162.497,0.0538516
162.597,0.210238
162.697,0.120416
162.797,0.09
162.897,0.0316228
162.997,0.104403
163.097,0.362353
163.197,0.377359
163.297,0.460977
163.397,0.0632455
163.497,0.0316228
163.597,0.0761577
163.697,0.0424264
163.797,0.0608276
163.897,0.0412311
163.997,0.04
164.097,0.0223607
164.197,0.134536
164.297,0.130384
164.397,0.0806226
164.497,0.1253
164.597,0.196469
164.697,0.134536
164.797,0.150333
164.897,0.100499
164.997,0.0984886
165.097,0.114018
165.197,0.13
165.297,0.162788
165.397,0.0640312
165.497,0.134164
165.597,0.0848528
165.697,0.072111
165.797,0.03
165.897,0.246982
165.997,0.166433
166.097,0.236008
166.197,0.158114
166.297,0.128062
166.397,0.0447214
166.497,0.126491
166.597,0.106301
166.697,0.05
166.797,0.0640312
166.897,0.108167
166.997,0.0412311
167.097,0.0360555
167.197,0.0806226
167.297,0.114018
167.397,0.0608276
167.497,0.0583095
167.597,0.121655
167.697,0.0806226
167.797,0.130384
167.897,0.0824621
167.997,0.04
168.097,0.0894427
168.197,0.12083
168.297,0.0141421
168.397,0.0412311
168.497,0.08
168.597,0.0509902
168.697,0.0707107
168.797,0.216333
168.897,0.0509902
168.997,0.0984886
169.097,0.100499
169.197,0.15
169.297,0.506952
169.397,0.396989
169.497,0.700286
169.597,0.879659
169.697,1.19633
169.797,0.604401
169.897,1.06513
169.997,1.51608
170.097,0.781089
170.197,1.6261
170.297,1.61245
170.397,1.06452
170.497,0.827103
170.597,0.510392
170.697,1.37928
170.797,0.691158
170.897,1.26775
170.997,0.874757
171.097,0.985089
171.197,0.867295
171.297,0.615873
171.397,0.781089
171.497,1.10005
171.597,1.54208
171.697,1.02157
171.797,0.945145
171.897,1.12089
171.997,1.8051
172.097,2.65377
172.197,2.73585
172.297,2.2655
172.397,2.54615
172.497,2.4797
172.597,2.6303
272.785,1.70074
272.985,1.42042
273.184,1.87361
273.385,3.11169
273.584,3.08183
273.785,2.7231
273.985,2.16529
274.185,1.89042
274.384,1.65858
274.585,2.03062
274.785,1.93569
274.985,1.93662
275.184,1.59841
275.385,2.07408
275.584,1.77079
275.785,1.19403
275.985,0.942603
276.185,0.341321
276.385,0.808022
276.584,0.298329
276.784,1.86097
276.985,2.08432
277.185,2.60923
277.385,2.79428
277.585,2.58414
277.785,1.45619
277.985,1.25925
278.185,0.496488
278.385,0.533104
278.584,0.95901
278.784,0.835284
278.985,0.680073
279.185,0.901388
279.385,0.418808
279.585,0.553173
279.785,0.618466
279.985,0.672309
280.185,0.438634
280.384,0.520096
280.585,0.472969
280.784,0.810987
280.985,0.86406
281.184,1.16675
281.384,1.36242
281.585,1.50801
281.784,2.34957
281.985,1.18811
282.185,0.920054
282.385,0.754718
282.585,1.20075
282.785,1.1772
282.985,1.62003
283.184,1.17154
283.385,2.14441
283.585,2.55157
283.784,3.00193
283.984,2.53805
284.185,1.77792
284.385,0.637809
284.585,1.16503
284.785,3.04844
284.985,1.98799
285.184,0.936056
285.384,0.78924
285.584,1.79176
285.785,1.63083
285.985,1.17444
286.185,1.58152
286.385,1.39302
286.585,2.80829
286.784,2.80446
286.985,1.23438
287.185,1.25936
287.385,1.38946
287.585,0.983514
287.785,0.744312
287.985,0.612209
288.185,1.56285
288.385,1.39946
288.584,0.9827
288.784,1.30587
288.985,1.20254
289.185,0.530377
289.384,0.376431
289.585,0.710634
289.784,0.820975
289.985,0.718471
290.185,0.290689
290.385,0.148661
290.585,0.918368
290.785,0.82134
290.985,0.86093
291.185,0.926553
291.385,0.687968
291.584,0.743303
291.784,1.01607
291.985,1.28845
292.185,0.732462
292.385,0.598415
292.585,0.550091
292.785,0.482701
292.985,0.392046
293.184,0.482701
293.385,0.222036
293.585,0.22
293.784,0.473814
293.985,0.87367
294.185,0.502494
294.385,0.28
294.584,0.136015
294.785,0.872812
294.984,0.904268
295.184,1.54402
295.385,1.39846
295.584,0.59808
295.785,0.264764
295.984,0.344819
296.185,0.684105
296.385,0.658559
296.585,0.731095
296.785,0.702922
296.985,0.640312
297.185,0.948472
297.385,0.622013
297.585,0.242074
297.785,0.0141421
297.985,0.368782
298.185,0.475079
298.385,1.05342
298.585,0.940053
298.785,0.792023
298.985,0.835225
299.185,0.215407
299.385,0.290689
299.585,0.880227
299.785,1.02956
299.985,1.386
300.185,0.660076
300.385,0.532353
300.585,2.08214
300.784,2.67329
300.985,1.20669
301.184,1.55193
301.385,2.08866
301.585,1.54208
301.785,0.95901
301.985,1.50333
302.185,2.30868
302.385,0.754321
302.585,1.37801
302.785,1.78474
302.985,2.19593
303.185,1.81665
303.385,0.393954
303.585,0.971442
303.785,1.49375
303.984,2.36239
304.185,1.33255
304.385,0.604401
304.585,0.957758
304.784,1.29692
304.985,1.46168
305.184,1.44059
305.385,1.22
305.585,0.541202
305.785,0.7
305.985,1.70294
306.184,3.08715
306.385,1.79338
306.585,0.524976
306.785,1.60863
306.985,1.96698
307.185,1.6029
307.385,1.63267
307.585,0.743303
307.785,1.28565
307.985,2.03226
308.185,2.4418
308.385,0.866833
308.584,0.251794
308.784,0.564358
308.985,0.860232
309.185,1.08812
309.384,1.32136
309.585,0.529528
309.785,0.926607
309.985,2.22697
310.185,1.82628
310.385,1.02825
310.585,0.856154
310.785,1.49003
310.985,1.64757
311.185,0.573062
311.385,0.966282
311.585,1.07466
311.785,0.951315
311.985,1.29066
312.185,0.806226
312.384,0.526308
312.585,0.528394
312.785,1.14586
312.985,1.08042
313.185,0.992975
313.384,1.28004
313.584,1.29035
313.785,0.548179
313.984,0.788543
314.185,1.86936
314.384,1.12112
314.585,0.413038
314.785,0.868217
314.985,0.901998
315.185,1.85602
315.385,1.24652
315.585,1.10114
315.784,0.590339
315.984,0.74
316.184,0.983107
316.385,1.09836
316.585,1.42888
