#time, gyroX[]
27.9021,0.0308927
28.0071,0.0351537
28.1121,0.0308927
28.2171,0.0266316
28.3221,0.0351537
28.4271,0.0245011
28.5321,0.036219
28.6371,0.00958738
28.7421,0.0511327
28.8471,0.0490022
28.9521,0.0330232
29.0571,0.0330232
29.1621,0.0351537
29.2671,0.0308927
29.3721,0.0276969
29.4771,0.0276969
29.5821,0.0298274
29.6871,0.0181095
29.7921,0.0383495
29.8971,0.0234358
30.0021,0.0607201
30.1071,0.0394148
30.2121,0.0319579
30.3171,0.0351537
30.4221,0.0213053
30.5271,0.0340885
30.6321,0.0490022
30.7371,0.04048
30.8421,0.0351537
30.9471,0.0340885
31.0521,0.0340885
31.1571,0.0340885
31.2621,0.0340885
31.3671,0.0340885
31.4721,0.0330232
31.5771,0.0330232
31.6821,0.0340885
31.7871,0.0330232
31.8921,0.0330232
31.9971,0.036219
32.1021,0.0330232
32.2071,0.0394148
32.3121,0.0308927
32.4171,0.0372843
32.5221,0.04048
32.6271,0.036219
32.7321,0.0330232
32.8371,0.0330232
32.9421,0.0330232
33.0471,0.0276969
33.1521,0.0340885
33.2571,0.0308927
33.3621,0.0340885
33.4671,0.036219
33.5721,0.036219
33.6771,0.0351537
33.7821,0.0351537
33.8871,0.0340885
33.9921,0.0287621
34.0971,0.0415453
34.2021,0.0330232
34.3071,0.0287621
34.4121,0.0340885
34.5171,0.0394148
34.6221,0.0436758
34.7271,0.0298274
34.8321,0.00745685
34.9371,0.0820254
35.0421,0.0340885
35.1471,0.0340885
35.2521,0.0181095
35.3571,0.0298274
35.4621,0.0340885
35.5671,0.0266316
35.6721,0.0394148
35.7771,0.0351537
35.8821,0.0106526
35.9871,0.0245011
36.0921,0.0426106
36.1971,0.0255663
36.3021,0.0319579
36.4071,0.0234358
36.5121,0.036219
36.6171,0.036219
36.7221,0.0223706
36.8271,0.0276969
36.9321,0.0308927
37.0371,0.0383495
37.1421,0.0351537
37.2471,0.0276969
37.3521,0.052198
37.4571,0.0181095
37.5621,0.0276969
37.6671,0.0330232
37.7721,0.0511327
37.8771,0.0255663
37.9821,0.0223706
38.0871,0.0351537
38.1921,0.0245011
38.2971,0.0639159
38.4021,0.0394148
38.5071,0.0372843
38.6121,0.0575243
38.7171,0.0383495
38.8221,0.0351537
38.9271,0.0372843
39.0321,0.0319579
39.1581,0.0319579
39.2631,0.02024
39.3681,0.0383495
39.4731,0.0553938
39.5781,0.0458064
39.6831,0.0458064
39.7881,0.04048
39.8931,-0.00319579
39.9981,0.0287621
40.1031,0.0170442
40.2081,0.02024
40.3131,0.0415453
40.4181,0.0266316
40.5231,0.0308927
40.6281,0.0436758
40.7331,0.052198
40.8381,0.0287621
40.9431,0.02024
41.0481,0.0500674
41.1531,0.0255663
41.2581,0.052198
41.3631,0.0617853
41.4681,0.0553938
41.5731,0.0181095
41.6781,0.0479369
41.7831,0.0617853
41.8881,0.0873517
41.9931,0.0511327
42.0981,0.0372843
42.2031,0.0213053
42.3081,0.00106526
42.4131,0.0181095
42.5181,0.0415453
42.6231,0.0436758
42.7281,0.036219
42.8331,0.0553938
42.9381,0.0383495
43.0431,0.0426106
43.1481,0.0490022
43.2531,0.0255663
43.3581,0.0415453
43.4631,0.0511327
43.5681,0.04048
43.6731,0.0479369
43.7781,0.0372843
