#time, accX[]
126.413,1.02986
126.518,5.12534
126.623,-0.764011
126.728,-0.445474
126.833,-1.09692
126.938,-0.435894
127.043,-0.852627
127.148,0.119751
127.253,0.198787
127.358,0.0335303
127.463,0.201182
127.568,0.373623
127.673,0.534089
127.778,0.0694556
127.883,0.273032
127.988,0.414338
128.093,-0.531694
128.198,-0.922083
128.303,-0.330513
128.408,-0.814307
128.513,-0.661025
128.618,0.179626
128.723,-0.792751
128.828,-0.680186
128.933,-1.86812
129.038,0.225132
129.143,-0.359253
129.248,-0.823887
129.353,0.340093
129.458,-1.54239
129.563,-0.948428
129.668,-0.287402
129.773,2.16989
129.878,-0.241897
129.983,0.462239
130.088,-2.87402
130.193,0.237107
130.298,-0.217947
130.403,1.76273
130.508,-2.66087
130.613,-0.502954
130.718,-1.93997
130.823,-0.548459
130.928,-1.27415
131.033,-0.536484
131.138,0.490979
131.243,0.883762
131.348,-0.301772
131.453,0.771196
131.558,-0.819097
131.663,-2.71595
131.768,-1.95194
131.873,0.416733
131.978,-2.05493
132.083,-0.816702
132.188,1.31487
132.293,-0.871787
132.398,3.32908
132.503,-0.996328
132.608,0.490979
132.713,1.36995
132.818,1.01549
132.923,-1.55916
133.028,0.467029
133.133,2.46687
133.238,-0.708926
133.343,-1.04662
133.448,0.522114
133.553,0.847837
133.658,0.0502954
133.763,-0.186812
133.868,-0.529299
133.973,-0.0934058
134.078,-0.914898
134.183,1.4897
134.288,1.16637
134.393,-0.914898
134.498,-0.943638
134.603,0.114961
134.708,-0.696951
134.813,-0.433499
134.918,-0.752036
135.023,-0.766406
135.128,-0.64905
135.233,-0.694556
135.338,-0.689766
135.443,-0.708926
135.548,-0.682581
135.653,-0.687371
135.758,-0.680186
135.863,-0.689766
135.968,-0.677791
136.073,-0.673001
136.178,-0.682581
136.283,-0.699346
136.388,-0.701741
136.493,-0.682581
136.598,-0.692161
136.703,-0.668211
136.808,-0.696951
136.913,-0.682581
137.018,-0.716111
137.123,-0.706531
137.228,-0.677791
137.333,-0.711321
137.438,-0.684976
137.543,-0.720901
137.648,-0.694556
137.753,-0.720901
137.858,-0.699346
137.963,-0.708926
138.068,-0.670605
138.173,-0.699346
138.278,-0.689766
138.383,-0.684976
138.488,-0.699346
138.593,-0.701741
138.698,-0.701741
138.803,-0.684976
138.908,-0.675396
139.013,-0.706531
139.118,-0.699346
139.223,-0.708926
139.328,-0.696951
139.433,-0.713716
139.538,-0.701741
139.643,-0.704136
139.748,-0.716111
139.853,-0.720901
139.958,-1.09931
140.063,-0.457449
140.168,0.376018
140.273,0.890947
140.378,0.855022
140.483,0.402363
140.588,1.09452
140.693,0.711321
140.798,0.869392
140.903,0.495769
141.008,0.507744
141.113,1.18793
141.218,0.986748
141.323,0.699346
141.428,1.02028
141.533,1.02267
141.638,0.989143
141.743,0.699346
141.848,0.426313
141.953,0.694556
142.058,0.531694
142.163,1.65975
142.268,1.00591
142.373,0.500559
142.478,1.88728
142.583,0.622705
142.688,0.958008
142.793,0.979563
142.898,1.07536
143.003,0.986748
143.108,1.43941
143.213,1.3005
143.318,1.11608
143.423,0.673001
143.528,1.16158
143.633,0.704136
143.738,0.0646655
143.843,0.301772
143.948,0.0359253
144.053,2.04535
144.158,1.38432
144.263,0.359253
144.368,2.44053
144.473,-0.330513
144.578,1.03944
144.683,1.61185
144.788,0.366438
144.893,0.0814307
144.998,1.71244
145.103,1.37474
145.208,0.502954
145.313,0.287402
145.418,-0.335303
145.523,-0.301772
145.628,-0.752036
145.733,1.96152
145.838,-0.110171
145.943,1.5376
146.048,-0.979563
146.153,0.0407153
146.258,-0.500559
146.363,-1.04902
146.468,-0.414338
146.573,-1.36756
146.678,-0.847837
146.783,-0.850232
146.888,-0.874182
146.993,-0.866997
147.098,-0.866997
147.203,-0.869392
147.308,-0.866997
147.413,-0.850232
147.518,-0.855022
147.623,-0.859812
147.728,-0.869392
147.833,-0.864602
147.938,-0.871787
148.043,-0.876577
148.148,-0.871787
148.253,-0.862207
148.358,-0.864602
148.463,-0.874182
148.568,-0.876577
148.673,-0.871787
148.778,-0.862207
148.883,-0.876577
148.988,-0.874182
149.093,-0.866997
149.198,-0.855022
149.303,-0.883762
149.408,-0.871787
149.513,-0.886157
149.618,-0.886157
149.723,-0.876577
149.828,-0.886157
149.933,-0.871787
150.038,-0.890947
150.143,-0.883762
150.248,-0.893342
150.353,-0.890947
150.458,-0.886157
150.563,-0.881367
150.668,-0.866997
150.773,-0.890947
150.878,-0.871787
150.983,-0.869392
151.088,-0.874182
151.193,-0.883762
151.298,-0.874182
151.403,-0.895737
151.508,-0.895737
151.613,-0.850232
151.718,-0.878972
151.823,-0.881367
151.928,-0.871787
152.033,-0.888552
152.138,-0.874182
152.243,-0.871787
152.348,-0.874182
152.453,-0.878972
152.558,-0.883762
152.663,-0.886157
152.768,-0.886157
152.873,-0.902922
152.978,-0.878972
153.083,-0.874182
153.188,-0.900527
153.293,-0.912502
153.398,-0.902922
153.503,-0.886157
153.608,-0.902922
153.713,-0.888552
153.818,-0.890947
153.923,-0.869392
154.028,-0.871787
154.133,-0.886157
154.238,-0.888552
154.343,-0.855022
154.448,-0.878972
154.553,-0.893342
154.658,-0.905317
154.763,-0.878972
154.868,-0.902922
154.973,-0.876577
155.078,-0.900527
155.183,-0.905317
155.288,-0.888552
155.393,-0.895737
155.498,-0.902922
155.603,-0.895737
155.708,-0.893342
155.813,-0.869392
155.918,-0.895737
156.023,-0.845442
156.128,-0.737666
156.233,-0.764011
156.338,-0.926873
156.443,-0.981958
156.548,0
156.653,-0.126936
156.758,0.261057
156.863,0.210762
156.968,0.237107
157.073,0.0694556
157.178,0.0958008
157.283,0.189207
157.388,0.00718506
157.493,-0.380808
157.598,0.148491
157.703,0.390388
157.808,-0.124541
157.913,0.431104
158.018,-0.203577
158.123,0.220342
158.228,0.917293
158.333,0.421523
158.438,1.03944
158.543,0.857417
158.648,0.787961
158.753,-1.15919
158.858,-0.131726
158.963,0.898132
159.068,-0.131726
159.173,0.58678
159.278,1.06339
159.383,0.306563
159.488,0.6251
159.593,0.311353
159.698,0.0191602
159.803,0.845442
159.908,0.213157
160.013,0.119751
160.118,0.989143
160.223,0.706531
160.328,-0.0886157
160.433,0.519719
160.538,1.4418
160.643,-0.0838257
160.748,0.974773
160.853,1.03465
160.958,0.160466
161.063,0.440684
161.168,1.67172
161.273,0.969983
161.378,1.04423
161.483,0.797542
161.588,1.17356
161.693,1.41785
161.798,-0.102986
161.903,1.20709
162.008,1.11368
162.113,0.325723
162.218,0.828677
162.323,1.13045
162.428,1.60466
162.533,0.0526904
162.638,2.04056
162.743,0.498164
162.848,-0.514929
162.953,0.926873
163.058,0.684976
163.163,2.03098
163.268,1.0586
163.373,1.0586
163.478,2.23455
163.583,0.246687
163.688,-0.306563
163.793,0.536484
163.898,0.840652
164.003,1.18314
164.108,1.2526
164.213,-0.253872
164.318,-0.455054
164.423,-0.258662
164.528,1.72681
164.633,-0.148491
164.738,0.56283
164.843,0.00239502
164.948,-1.04662
165.053,0.0670606
165.158,0.744851
165.263,-0.0191602
165.368,0.969983
165.473,-0.661025
165.578,0.325723
165.683,-0.0814307
165.788,1.32924
165.893,0.316143
165.998,0.239502
166.103,0.285007
166.208,-0.201182
166.313,-0.411943
166.418,0.661025
166.523,1.22865
166.628,-1.19272
166.733,-0.878972
166.838,-0.888552
166.943,-0.890947
167.048,-0.881367
167.153,-0.898132
167.258,-0.871787
167.363,-0.878972
167.468,-0.876577
167.573,-0.907712
167.678,-0.900527
167.783,-0.917293
167.888,-0.893342
167.993,-0.895737
168.098,-0.888552
168.203,-0.914898
168.308,-0.883762
168.413,-0.878972
168.518,-0.895737
168.623,-0.886157
168.728,-0.893342
168.833,-0.890947
168.938,-0.883762
169.043,-1.12805
169.148,-1.5855
169.253,-1.66933
169.358,-1.48731
169.463,-1.02986
169.568,-0.107776
169.673,-1.31966
169.778,-0.857417
169.883,-0.589175
169.988,-0.711321
170.093,-0.850232
170.198,-1.64777
