#time, accZ[]
167.782,-10.4351
167.887,-10.4543
167.992,-10.4686
168.097,-10.4447
168.202,-10.4854
168.307,-10.4686
168.412,-10.4351
168.517,-10.4375
168.622,-10.4638
168.727,-10.4447
168.832,-10.4567
168.937,-10.4614
169.042,-10.4207
169.147,-10.4734
169.252,-10.4543
169.357,-10.4399
169.462,-10.4614
169.567,-10.4662
169.672,-10.4782
169.777,-10.483
169.882,-10.4351
169.987,-10.4662
170.092,-10.4782
170.197,-10.4662
170.302,-10.4591
170.407,-10.4782
170.512,-10.4758
170.617,-10.4519
170.722,-10.4495
170.827,-10.4543
170.932,-10.4423
171.037,-10.4471
171.142,-10.4423
171.247,-10.483
171.352,-10.4471
171.457,-10.4686
171.562,-10.4734
171.667,-10.471
171.772,-10.4543
171.877,-10.4638
171.982,-10.4519
172.087,-10.4614
172.192,-10.4806
172.297,-10.4327
172.402,-10.4471
172.507,-10.4614
172.612,-10.4471
172.717,-10.4519
172.822,-10.4686
172.927,-10.4519
173.032,-10.471
173.137,-10.4662
173.242,-10.4686
173.347,-10.4327
173.452,-10.4375
173.557,-10.4591
173.662,-10.4614
173.767,-10.471
173.872,-10.4543
173.977,-10.4519
174.082,-10.4447
174.187,-10.4662
174.292,-10.4662
174.397,-10.4471
174.502,-10.4471
174.607,-10.4495
174.712,-10.4399
174.817,-10.4471
174.922,-10.4495
175.027,-10.4758
175.132,-10.4543
175.237,-10.4303
175.342,-10.4327
175.447,-10.4399
175.552,-10.4399
175.657,-10.4614
175.762,-10.4495
175.867,-10.4591
175.972,-10.4567
176.077,-10.4806
176.182,-10.471
176.287,-10.4519
176.392,-10.4591
176.497,-10.4614
176.602,-10.4662
176.707,-10.4591
176.812,-10.4662
176.917,-10.483
177.022,-10.4543
177.127,-10.4519
177.232,-9.7142
177.337,-6.53122
177.442,-8.77056
177.547,-10.9883
177.652,-10.5261
177.757,-10.3225
177.862,-10.4782
177.967,-10.4758
178.072,-10.4423
178.177,-10.4567
178.282,-10.4255
178.387,-10.4279
178.492,-10.4088
178.597,-10.4399
178.702,-10.4375
178.807,-10.4567
178.912,-10.4614
179.017,-10.4638
179.122,-10.4662
179.227,-10.4327
179.332,-10.4543
179.437,-10.4471
179.542,-10.4183
179.647,-10.4567
179.752,-10.4447
179.857,-10.4662
179.962,-10.4662
180.067,-10.4279
180.172,-10.4519
180.277,-10.4519
180.382,-10.4638
180.487,-10.4686
180.592,-10.471
180.697,-10.4543
180.802,-10.4375
180.907,-10.4255
181.012,-10.4303
181.117,-10.4686
181.222,-10.4423
181.327,-10.4327
181.432,-10.4375
181.537,-10.4399
181.642,-10.4519
181.747,-10.4399
181.852,-10.4351
181.957,-10.4758
182.062,-10.4399
182.167,-10.4399
182.272,-10.4567
182.377,-10.4638
182.482,-10.4351
182.587,-10.4423
182.692,-10.4495
182.797,-10.4375
182.902,-10.4111
183.007,-10.4686
183.112,-10.4495
183.217,-10.4327
183.322,-10.4375
183.427,-10.4806
183.532,-10.4471
183.637,-10.4231
183.742,-10.4183
183.847,-10.4351
183.952,-10.4231
184.057,-10.4495
184.162,-10.4279
184.267,-10.4519
184.372,-10.4591
184.477,-10.471
184.582,-10.4447
184.687,-10.4399
184.792,-10.4327
184.897,-10.483
185.002,-10.4375
185.107,-10.4614
185.212,-10.4926
185.317,-10.4543
185.422,-10.4423
185.527,-10.4471
185.632,-10.4638
185.737,-10.4471
185.842,-10.4447
185.947,-10.4447
186.052,-10.4734
186.157,-10.4351
186.262,-10.4591
186.367,-10.4447
186.472,-10.4495
186.577,-10.4423
186.682,-10.4351
186.787,-10.4447
186.892,-10.4255
186.997,-10.4567
187.102,-10.4495
187.207,-10.4591
187.312,-10.4543
187.417,-10.4567
187.522,-10.4519
187.627,-10.4591
187.732,-10.4519
187.837,-10.4471
187.942,-10.4662
188.047,-10.4447
188.152,-10.4567
188.257,-10.4207
188.362,-10.4255
188.467,-10.4375
188.572,-10.4088
188.677,-10.4495
188.782,-10.4159
188.887,-10.4519
188.992,-10.4471
189.097,-10.4495
189.202,-10.4375
189.307,-10.4279
189.412,-10.4471
189.517,-10.4734
189.622,-10.4447
189.727,-10.4471
189.832,-10.4375
189.937,-10.4638
190.042,-10.4423
190.147,-10.4471
190.252,-10.4399
190.357,-10.4447
190.462,-10.4351
190.567,-10.4662
190.672,-10.4567
190.777,-10.4614
190.882,-10.4614
190.987,-10.4255
191.092,-10.4614
191.197,-10.4734
191.302,-10.4543
191.407,-10.4471
191.512,-10.4662
191.617,-10.4495
191.722,-10.4327
191.827,-10.4543
191.932,-10.4135
192.037,-10.4447
192.142,-10.4638
192.247,-10.4423
192.352,-10.4686
192.457,-10.4471
192.562,-10.4231
192.667,-10.4303
192.772,-10.4519
192.877,-10.4543
192.982,-10.4782
193.087,-10.4543
193.192,-10.483
193.297,-10.4279
193.402,-10.471
193.507,-10.4543
193.612,-10.4303
193.717,-10.4375
193.822,-10.4327
193.927,-10.4423
194.032,-10.4471
194.137,-10.4519
194.242,-10.4327
194.347,-10.4591
194.452,-10.4231
194.557,-10.4854
194.662,-10.4519
194.767,-10.4543
194.872,-10.4207
194.977,-10.4543
195.082,-10.4399
195.187,-10.4471
195.292,-10.4614
195.397,-10.4471
195.502,-10.4423
195.607,-10.4782
195.712,-10.4734
195.817,-10.4519
195.922,-10.4543
196.027,-10.4471
196.132,-10.4591
196.237,-10.4543
196.342,-10.4231
196.447,-10.4471
196.552,-10.4662
196.657,-10.4686
196.762,-10.4399
196.867,-10.4734
196.972,-10.4614
197.077,-10.4686
197.182,-10.4519
197.287,-10.4614
197.392,-10.4495
197.497,-10.4519
197.602,-10.4519
197.707,-10.4423
197.812,-10.4495
197.917,-10.4567
198.022,-10.4519
198.127,-10.4567
198.232,-10.4614
198.337,-10.4255
198.442,-10.4471
198.547,-10.4519
198.652,-10.4303
198.757,-10.4399
198.862,-10.4471
198.967,-10.4495
199.072,-10.4351
199.177,-10.4614
199.282,-10.4351
199.387,-10.4614
199.492,-10.4686
199.597,-10.4519
199.702,-10.4734
199.807,-10.4662
199.912,-10.4495
200.017,-10.4135
200.122,-10.4423
200.227,-10.4567
200.332,-10.4543
200.437,-10.4591
200.542,-10.4519
200.647,-10.4303
200.752,-10.4519
200.857,-10.4638
200.962,-10.4471
201.067,-10.4591
201.172,-10.4519
201.277,-10.4327
201.382,-10.4782
201.487,-10.4591
201.592,-10.4591
201.697,-10.4686
201.802,-10.4255
201.907,-10.4495
202.012,-10.4614
202.117,-10.4614
202.222,-10.4638
202.327,-10.4111
202.432,-10.4327
202.537,-10.4351
202.642,-10.4423
202.747,-10.4495
202.852,-10.4375
202.957,-10.4734
203.062,-10.4686
203.167,-10.4495
203.272,-10.4567
203.377,-10.4064
203.482,-10.4495
203.587,-10.4614
203.692,-10.4543
203.797,-10.4638
203.902,-10.4543
204.007,-10.4638
204.112,-10.4638
204.217,-10.4638
204.322,-10.4447
204.427,-10.4471
204.532,-10.4591
204.637,-10.4447
204.742,-10.4471
204.847,-10.4495
204.952,-10.4734
205.057,-10.4782
205.162,-10.4543
205.267,-10.4183
205.372,-10.4471
205.477,-10.4543
205.582,-10.4303
205.687,-10.4447
205.792,-10.4543
205.897,-10.4567
206.002,-10.4614
206.107,-10.4591
206.212,-10.4782
206.317,-10.4662
206.422,-10.4519
206.527,-10.4495
206.632,-10.4471
206.737,-10.4662
206.842,-10.4495
206.947,-10.4519
207.052,-10.4231
207.157,-10.4854
207.262,-10.4016
207.367,-10.4495
207.472,-10.4351
207.577,-10.4375
207.682,-10.4207
207.787,-10.4567
207.892,-10.4231
207.997,-10.4351
208.102,-10.4375
208.207,-10.4375
208.312,-10.4423
208.417,-10.4734
208.522,-10.4638
208.627,-10.4591
208.732,-10.4662
208.837,-10.4758
208.942,-10.4375
209.047,-10.4519
209.152,-10.471
209.257,-10.4399
209.362,-10.4207
209.467,-10.4327
209.572,-10.4734
209.677,-10.4495
209.782,-10.4495
209.887,-10.4686
209.992,-10.4662
210.097,-10.4686
210.202,-10.4495
210.307,-10.4279
210.412,-10.4255
210.517,-10.4447
210.622,-10.4638
210.727,-10.4399
210.832,-10.4471
210.937,-10.4591
211.042,-10.4638
211.147,-10.4638
211.252,-10.4447
211.357,-10.4471
211.462,-10.4543
211.567,-10.4327
211.672,-10.4519
211.777,-10.4543
211.882,-10.4614
211.987,-10.4567
212.092,-10.4926
212.197,-10.4567
212.302,-10.4447
212.407,-10.4399
212.512,-10.4303
212.617,-10.4567
212.722,-10.4519
212.827,-10.4543
212.932,-10.4423
213.037,-10.4447
213.142,-10.4662
213.247,-10.4471
213.352,-10.4854
213.457,-10.4399
213.562,-10.4543
213.667,-10.4423
213.772,-10.4806
213.877,-10.471
213.982,-10.4758
214.087,-10.4782
214.192,-10.4543
214.297,-10.4519
214.402,-10.4614
214.507,-10.4782
214.612,-10.4471
214.717,-10.4279
214.822,-10.471
214.927,-10.4447
215.032,-10.4423
215.137,-10.4255
215.242,-10.4351
215.347,-10.4567
215.452,-10.4638
215.557,-10.4686
215.662,-10.4591
215.767,-10.483
215.872,-10.4662
215.977,-10.4255
216.082,-10.4471
216.187,-10.4543
216.292,-10.4447
216.397,-10.4495
216.502,-10.4471
216.607,-10.4782
216.712,-10.4543
216.817,-10.4614
216.922,-10.4806
217.027,-10.4207
217.132,-10.4447
217.237,-10.4471
217.342,-10.4375
217.447,-10.4638
217.552,-10.4614
217.657,-10.4519
217.762,-10.4734
217.867,-10.4471
217.972,-10.4279
218.077,-10.4638
218.182,-10.4638
218.287,-10.4567
218.392,-10.4447
218.497,-10.4662
218.602,-10.4662
218.707,-10.4638
218.812,-10.4734
218.917,-10.4686
219.022,-10.4734
219.127,-10.4662
219.232,-10.4782
219.337,-10.4686
219.442,-10.4471
219.547,-10.4782
219.652,-10.4638
219.757,-10.4375
219.862,-10.4686
219.967,-10.4686
220.072,-10.4614
220.177,-10.4471
220.282,-10.4758
220.387,-10.4902
220.492,-10.4686
220.597,-10.4758
220.702,-10.4567
220.807,-10.4782
220.912,-10.4543
221.017,-10.4543
221.122,-10.483
221.227,-10.4878
221.332,-10.4255
221.437,-10.495
221.542,-10.4734
221.647,-10.4638
221.752,-10.3992
221.857,-10.5022
221.962,-10.4255
222.067,-10.5309
222.172,-10.4519
222.277,-10.4567
222.382,-10.5956
222.487,-10.5237
222.592,-10.4111
222.697,-10.7512
222.802,-10.4159
222.907,-10.2555
223.012,-10.5692
223.117,-10.4064
223.222,-10.5764
223.327,-10.5357
223.432,-10.4591
223.537,-10.4016
223.642,-10.2627
223.747,-10.4423
223.852,-10.6051
223.957,-10.4614
224.062,-10.4303
224.167,-10.4447
224.272,-10.2746
224.377,-10.4758
224.482,-10.4207
224.587,-10.4303
224.692,-10.38
224.797,-10.3824
224.902,-10.4111
225.007,-10.3824
225.112,-10.3632
225.217,-10.4878
225.322,-10.3656
225.427,-10.7177
225.532,-10.7057
225.637,-10.7417
225.742,-10.792
225.847,-10.7512
225.952,-10.4111
226.057,-10.6866
226.162,-10.5117
226.267,-10.4231
226.372,-10.3609
226.477,-10.3249
226.582,-10.5405
226.687,-10.4902
226.792,-10.4375
226.897,-10.4902
227.002,-10.4974
227.107,-10.313
227.212,-10.38
227.317,-10.4351
227.422,-10.4159
227.527,-10.4088
227.632,-10.5213
227.737,-10.3752
227.842,-10.4327
227.947,-10.4878
228.052,-10.4902
228.157,-10.5908
228.262,-10.5525
228.367,-10.8255
228.472,-10.5357
228.577,-10.6459
228.682,-10.4662
228.787,-10.4279
228.892,-10.5812
228.997,-10.1022
229.102,-10.6698
229.207,-9.88185
229.312,-12.035
229.417,-9.68785
229.522,-8.9909
229.627,-10.5525
229.732,-13.2588
229.837,-8.21252
229.942,-10.7967
230.047,-10.8279
230.152,-9.88185
230.257,-12.8589
230.362,-10.2387
230.467,-10.2627
230.572,-10.4686
230.677,-10.6626
230.782,-8.15744
230.887,-11.8266
230.992,-13.6875
231.097,-13.7163
231.202,-7.8389
231.307,-5.87498
231.412,-3.09197
231.517,-2.19144
231.622,-2.22018
231.727,-2.18186
231.832,-4.25355
231.937,-4.97685
232.042,-4.10027
232.147,0.637075
232.252,-1.20948
232.357,-5.49178
232.462,3.16382
232.567,-0.864602
232.672,0.61552
232.777,-0.0718506
232.882,6.10251
232.987,6.05221
233.092,0.488584
233.197,-0.570015
233.302,-7.00783
233.407,-6.17676
233.512,-1.01309
233.617,-3.74581
233.722,-6.3971
233.827,-8.11672
233.932,-7.76944
234.037,-7.53713
234.142,-4.16015
234.247,-4.71579
234.352,-1.87291
234.457,-2.5962
234.562,-2.95066
234.667,-4.45474
234.772,-4.7134
234.877,-4.89302
234.982,-6.3971
235.087,-5.21635
235.192,-6.90005
235.297,-4.60802
235.402,-4.24876
235.507,-2.77822
235.612,-3.86796
235.717,-5.47501
235.822,-4.33259
235.927,-6.8306
236.032,-3.9422
236.137,-4.32062
236.242,-1.04183
236.347,-3.85359
236.452,2.0214
236.557,-4.55533
236.662,-2.85486
236.767,-2.55788
236.872,7.64011
236.977,7.10363
237.082,3.90388
237.187,0.761616
237.292,-0.855022
237.397,-4.04998
237.502,-0.210762
237.607,-3.80329
237.712,-1.49928
237.817,3.0273
237.922,4.36612
238.027,2.98419
238.132,4.5673
238.237,1.72202
238.342,-2.11001
238.447,-3.63564
238.552,-5.84385
238.657,-6.76593
238.762,-7.46049
238.867,-7.7886
238.972,-6.64378
239.077,-5.73368
239.182,-3.36979
239.287,1.35319
239.392,-6.32764
239.497,0.368833
239.602,-3.66677
239.707,-0.316143
239.812,1.53042
239.917,0.179626
240.022,-5.19959
240.127,-6.56954
240.232,-10.0232
240.337,-10.0279
240.442,-9.02683
240.547,-9.55852
240.652,-11.7164
240.757,-5.59956
240.862,-0.158071
240.967,1.70525
241.072,0.785566
241.177,1.346
241.282,-4.50743
241.387,-7.6952
241.492,-4.82117
241.597,-8.23887
241.702,-3.93023
241.807,-4.10506
241.912,-2.89558
242.017,-2.73272
242.122,-4.70382
242.227,-6.21268
242.332,-6.36117
242.437,-8.38496
242.542,-6.23184
242.647,-6.42344
242.752,-6.9743
242.857,-3.42248
242.962,-4.28948
243.067,-2.18665
243.172,-2.03816
243.277,-3.55421
243.382,-2.08606
243.487,-6.86413
243.592,-5.15169
243.697,-5.18282
243.802,-3.04886
243.907,-3.48236
244.012,-4.80441
244.117,-5.4343
244.222,-5.07265
244.327,-4.68466
244.432,-4.55293
244.537,-6.61265
244.642,-3.36979
244.747,-6.65576
244.852,-5.34089
244.957,-4.70861
245.062,-7.791
245.167,-3.03928
245.272,-2.77822
245.377,-3.94939
245.482,-6.00192
245.587,-8.15983
245.692,-9.75012
245.797,-4.33738
245.902,-4.88584
246.007,-1.83938
246.112,-3.13269
246.217,-4.15296
246.322,-7.60179
246.427,-8.26761
246.532,-7.71675
246.637,-6.65576
246.742,-6.12646
246.847,-2.62255
246.952,-5.93007
247.057,-5.9612
247.162,-8.20055
247.267,-8.15744
247.372,-9.09389
247.477,-5.89414
247.582,-4.41163
247.687,0.938848
247.792,-5.20438
247.897,-4.67029
248.002,-1.51365
248.107,-8.19097
248.212,-8.72506
248.317,-5.49657
248.422,-7.2138
248.527,-8.60052
248.632,-5.15887
248.737,-1.40827
248.842,-2.80696
248.947,-3.12071
249.052,-3.78413
249.157,-3.11592
249.262,-4.98883
249.367,-5.41753
249.472,-4.00208
249.577,-5.2403
249.682,-3.59253
249.787,-7.18745
249.892,-3.22849
249.997,-5.13732
250.102,-3.0297
250.207,-4.90261
250.312,-5.19001
250.417,-5.64746
250.522,-5.16606
250.627,-7.41498
250.732,-4.30385
250.837,-2.71116
250.942,-4.69184
251.047,-5.3864
251.152,-1.96392
251.257,-7.41259
251.362,-0.775986
251.467,-3.365
251.572,-3.98052
251.677,-3.99729
251.782,-4.14099
251.887,-5.70494
251.992,-5.32173
252.097,-7.15632
252.202,-5.44627
252.307,-4.69903
252.412,-3.85598
252.517,-5.87259
252.622,-2.81415
252.727,-1.77231
252.832,-0.352068
252.937,-5.9636
253.042,-6.00671
253.147,-2.94587
253.252,-4.24637
253.357,-2.44532
253.462,-3.46799
253.567,-1.28373
253.672,-2.76625
253.777,-3.37937
253.882,-1.91123
253.987,-4.89302
254.092,-3.08718
254.197,-3.70749
254.302,-3.25483
254.407,-1.62143
254.512,-6.20071
254.617,-2.05253
254.722,-3.34345
254.827,0.340093
254.932,-6.78988
255.037,-5.36245
255.142,-7.64251
255.247,-0.843047
255.352,-3.37458
255.457,-6.61744
255.562,-5.31215
255.667,-1.33642
255.772,-5.34089
255.877,-3.5566
255.982,-1.32445
256.087,-2.92192
256.192,-2.66566
256.297,-5.35287
256.402,-3.06563
256.507,-1.59987
256.612,-4.90979
256.717,-3.36021
256.822,-6.31567
256.927,-6.11449
257.032,-5.56124
257.137,-4.56251
257.242,-5.0966
257.347,-5.34808
257.452,-2.31838
257.557,-5.384
257.662,-4.67747
257.767,-2.75906
257.872,-1.61424
257.977,-3.53026
258.082,1.42264
258.187,-1.24302
258.292,-2.22497
258.397,-4.67987
258.502,-1.38672
258.607,-4.57688
258.712,-6.06658
258.817,-1.12566
258.922,-5.60674
259.027,-4.91937
259.132,0.0359253
259.237,-4.00687
259.342,-4.42121
259.447,-3.2692
259.552,-3.95418
259.657,-3.26441
259.762,-5.21875
259.867,-3.73623
259.972,-2.67763
260.077,0.996328
260.182,-4.0859
260.287,-4.26553
260.392,-0.984353
260.497,-3.16382
260.602,-1.80345
260.707,-4.24158
260.812,-4.27272
260.917,-3.1758
261.022,0.785566
261.127,-1.98068
261.232,-1.6358
261.337,-1.69328
261.442,-1.26457
261.547,-3.61169
261.652,-4.92416
261.757,-2.2585
261.862,-0.852627
261.967,0.56283
262.072,-1.64538
262.177,-3.28357
262.282,0.809517
262.387,-4.43079
262.492,-0.900527
262.597,-3.91825
262.702,-6.8306
262.807,1.41306
262.912,14.9665
263.017,5.66183
263.122,4.6631
263.227,2.37825
263.332,-2.71835
263.437,-2.5483
263.542,-12.8062
263.647,-10.9285
263.752,-8.24126
263.857,-7.27846
263.962,-6.55996
264.067,-8.83044
264.172,-5.87498
264.277,-5.72889
264.382,-4.05477
264.487,-0.435894
264.592,2.03816
264.697,-0.56283
264.802,-0.768801
264.907,-3.95418
265.012,11.1105
265.117,8.09277
265.222,5.62111
265.327,1.73878
265.432,-4.44037
265.537,-8.04248
265.642,-5.97078
265.747,-5.91809
265.852,-3.37937
265.957,-2.76625
266.062,-6.41147
266.167,-6.10011
266.272,-5.01278
266.377,-3.83203
266.482,-3.91346
266.587,-4.33978
266.692,-2.41178
266.797,-0.725691
266.902,-1.93757
267.007,-5.37203
267.112,-8.86157
267.217,8.29635
267.322,12.035
267.427,6.48571
267.532,4.08111
267.637,0.965193
267.742,-2.87402
267.847,-5.6283
267.952,-9.94173
268.057,-4.70861
268.162,-5.52292
268.267,-4.20565
268.372,-5.07744
268.477,-4.60323
268.582,-4.05716
268.687,-2.94827
268.792,-2.2609
268.897,-1.64777
269.002,-1.22625
269.107,-1.17356
269.212,12.6313
269.317,9.92017
269.422,7.99458
269.527,4.22481
269.632,0.522114
269.737,-4.39007
269.842,-5.94204
269.947,-5.50136
270.052,-6.31088
270.157,-3.29555
270.262,0.205972
270.367,-0.160466
270.472,-0.390388
270.577,-0.476609
270.682,-0.395178
270.787,2.00463
270.892,3.04407
270.997,4.16254
271.102,3.95657
271.207,6.7827
271.312,6.2534
271.417,4.79722
271.522,1.42504
271.627,-0.962798
271.732,-3.67875
271.837,-6.47374
271.942,-5.46783
272.047,-4.46911
272.152,-1.93997
272.257,4.40923
272.362,-2.27766
272.467,-8.75619
272.572,8.66997
272.677,11.9009
272.782,7.82932
272.887,4.51701
272.992,3.05844
273.097,-0.0191602
273.202,-3.8488
273.307,-6.8761
273.412,-14.9641
273.517,-5.68817
273.622,-0.153281
273.727,-3.63564
273.832,-0.63947
273.937,-1.18553
274.042,-2.47645
274.147,-1.06339
274.252,-2.5483
274.357,0.337698
274.462,1.47054
274.567,-1.58311
274.672,-1.64538
274.777,5.04391
274.882,8.27958
274.987,6.55277
275.092,4.38289
275.197,1.30768
275.302,-2.51477
275.407,-4.89302
275.512,-5.87259
275.617,-6.79467
275.722,-6.7324
275.827,-5.59956
275.932,-2.91713
276.037,-2.37346
276.142,-1.64059
276.247,-0.261057
276.352,-1.33163
276.457,-1.36037
276.562,-0.656235
276.667,-3.26202
276.772,-8.84002
276.877,2.14354
276.982,6.95274
277.087,6.46176
277.192,-0.948428
277.297,-2.77343
277.402,-3.37937
277.507,-5.15169
277.612,-5.41514
277.717,-5.18043
277.822,-3.25244
277.927,-1.22625
278.032,-1.152
278.137,-1.06578
278.242,-2.18905
278.347,-2.63692
278.452,-3.93741
278.557,-2.61297
278.662,-1.60945
278.767,-0.294587
278.872,1.52323
278.977,1.41306
279.082,-2.04535
279.187,-2.47166
279.292,9.79084
279.397,7.31439
279.502,7.07489
279.607,2.85965
279.712,-1.52084
279.817,-3.49433
279.922,-5.43669
280.027,-5.50854
280.132,-6.01868
280.237,-5.07984
280.342,-3.73863
280.447,-2.99377
280.552,-2.80217
280.657,-2.00703
280.762,-0.967588
280.867,-1.43941
280.972,0.459844
281.077,2.11241
281.182,2.7423
281.287,6.79707
281.392,7.73591
281.497,6.00671
281.602,5.75044
281.707,0.831072
281.812,-1.69807
281.917,-3.23088
282.022,-4.02124
282.127,-4.16733
282.232,-3.91586
282.337,-1.38672
282.442,-1.28373
282.547,-3.2213
282.652,-5.40795
282.757,7.57305
282.862,10.0375
282.967,5.97557
283.072,6.95035
283.177,3.83922
283.282,-1.02746
283.387,-3.24765
283.492,-12.4062
283.597,-8.33706
283.702,-4.61041
283.807,-7.12997
283.912,-7.55868
284.017,-0.114961
284.122,12.0996
284.227,5.51813
284.332,5.16366
284.437,4.63436
284.542,2.1651
284.647,0.170046
284.752,-1.21906
284.857,3.2213
284.962,-9.82198
285.067,-8.09996
285.172,-5.86301
285.277,-4.69903
285.382,-5.11816
285.487,-5.4319
285.592,-4.52659
285.697,-6.02347
285.802,-6.20789
285.907,-7.4078
286.012,-8.29874
286.117,-6.06658
286.222,-1.69567
286.327,-0.680186
286.432,2.24653
286.537,0.146096
286.642,-7.08447
286.747,-10.4327
286.852,-11.3931
286.957,-10.8925
287.062,-11.8122
287.167,-2.41178
287.272,0.411943
287.377,-4.93853
287.482,-6.06898
287.587,-9.39087
287.692,-13.278
287.797,-10.3776
287.902,-6.93119
288.007,-4.40684
288.112,-3.30513
288.217,6.33722
289.934,11.0434
290.039,-24.5681
290.144,-35.0942
290.249,-20.8654
290.354,-19.4883
290.459,-17.9363
290.564,-12.3128
290.669,-12.6241
290.774,-13.6181
290.879,-12.5092
290.984,-15.5724
291.089,-13.551
291.194,-18.844
291.299,-13.7905
291.404,-14.3486
291.509,-18.0537
291.614,-16.552
291.719,-16.8322
291.824,-16.6574
291.929,-16.4059
292.034,-18.7746
292.139,-19.0859
292.244,-13.3139
292.349,-18.0752
292.454,-15.1078
292.559,-18.0752
292.664,-19.5961
292.769,-17.8573
292.874,-16.0251
292.979,-18.5686
293.084,-17.4046
293.189,-18.5255
293.294,-17.6154
293.399,-18.6931
293.504,-15.6179
293.609,-16.528
293.714,-16.5544
293.819,-16.7963
293.924,-14.2216
294.029,-14.7629
294.134,-14.6264
294.239,-12.8134
294.344,-15.0695
294.449,-14.1282
294.554,-14.406
294.659,-11.18
294.764,-10.5644
294.869,-10.6291
294.974,-10.8375
295.079,-10.3632
295.184,-9.46991
295.289,-8.74182
295.394,-9.85551
295.499,-9.24238
295.604,-8.97174
295.709,-7.59221
295.814,-7.48683
295.919,-8.77535
296.024,-6.4905
296.129,-6.09293
296.234,-7.22577
296.339,-7.82453
296.444,-7.78142
296.549,-8.01134
296.654,-7.9826
296.759,-7.9826
296.864,-8.73224
296.969,-8.59812
297.074,-8.76098
297.179,-8.90708
297.284,-9.4747
297.389,-8.2221
297.494,-9.18011
297.599,-9.67348
297.704,-9.6184
297.809,-8.71069
297.914,-12.0062
298.019,-10.7297
298.124,-10.2315
298.229,-11.8697
298.334,-11.6111
298.439,-8.69871
298.544,-12.2936
298.649,-13.4289
298.754,-10.9117
298.859,-11.2758
298.964,-12.8397
299.069,-11.35
299.174,-12.8852
299.279,-13.2133
299.384,-13.1127
299.489,-14.2504
299.594,-13.7283
299.699,-14.8539
299.804,-14.8803
299.909,-16.243
300.014,-13.6588
300.119,-16.0203
300.224,-14.9521
300.329,-14.4468
300.434,-15.115
300.539,-14.7749
300.644,-17.8357
300.749,-15.6059
300.854,-16.0131
300.959,-18.8344
301.064,-15.9772
301.169,-17.6968
301.274,-17.4741
301.379,-16.4538
301.484,-17.1364
301.589,-16.9064
301.694,-17.7639
301.799,-15.8359
301.904,-16.9903
302.009,-16.6143
302.114,-15.0287
302.219,-15.9317
302.324,-16.1113
302.429,-15.776
302.534,-16.5041
302.639,-17.8621
302.744,-16.4514
302.849,-17.601
302.954,-15.1724
303.059,-16.243
303.164,-18.6476
303.269,-18.1135
303.374,-16.9927
303.479,-18.353
303.584,-16.0586
303.689,-20.9013
303.794,-20.2978
303.899,-15.8598
304.004,-17.68
304.109,-18.4488
304.214,-17.7112
304.319,-19.4523
304.424,-17.0717
304.529,-19.5098
304.634,-20.7672
304.739,-22.3815
304.844,-21.2271
304.949,-19.8188
305.054,-21.663
305.159,-22.0845
305.264,-22.0893
305.369,-21.3899
305.474,-29.0923
305.579,-27.2889
305.684,-19.4092
305.789,-20.2379
305.894,-21.0331
305.999,-24.8819
306.104,-26.2925
306.209,-25.0591
306.314,-25.9788
306.419,-23.5981
306.524,-23.1718
306.629,-26.7572
306.734,-24.0963
306.839,-25.507
306.944,-23.5766
307.049,-27.1404
307.154,-28.4433
307.259,-nan
