#time, accY[]
91.5521,-0.340093
91.6571,-0.342488
91.7621,-0.361648
91.8671,-0.337698
91.9721,-0.328118
92.0771,-0.337698
92.1821,-0.344883
92.2871,-0.349673
92.3921,-0.352068
92.4971,-0.340093
92.6021,-0.337698
92.7071,-0.340093
92.8121,-0.368833
92.9171,-0.352068
93.0221,-0.337698
93.1271,-0.344883
93.2321,-0.337698
93.3371,-0.344883
93.4421,-0.323328
93.5471,-0.344883
93.6521,-0.366438
93.7571,-0.342488
93.8621,-0.347278
93.9671,-0.337698
94.0721,-0.335303
94.1771,-0.352068
94.2821,-0.344883
94.3871,-0.335303
94.4921,-0.337698
94.5971,-0.352068
94.7021,-0.330513
94.8071,-0.349673
94.9121,-0.325723
95.0171,-0.349673
95.1221,-0.325723
95.2271,-0.354463
95.3321,-0.349673
95.4371,-0.917293
95.5421,-0.325723
95.6471,0.0263452
95.7521,-0.589175
95.8571,-0.397573
95.9621,-0.114961
96.0671,-0.847837
96.1721,-0.318538
96.2771,-0.0718506
96.3821,-0.184417
96.4871,-0.258662
96.5921,-0.304167
96.6971,-0.217947
96.8021,-0.347278
96.9071,-0.285007
97.0121,-0.153281
97.1171,-0.198787
97.2221,-0.335303
97.3271,-0.285007
97.4321,-0.162861
97.5371,-0.0886157
97.6421,-0.752036
97.7471,0.316143
97.8521,-0.62031
97.9571,-0.613125
98.0621,-2.04295
98.1671,-0.881367
98.2721,-2.1627
98.3771,-1.91362
98.4821,0.0934058
98.5871,-1.21906
98.6921,-0.713716
98.7971,-0.58678
98.9021,-0.59636
99.0071,-1.00112
99.1121,-1.47533
99.2171,-0.878972
99.3221,-0.958008
99.4271,-1.77471
99.5321,-1.55437
99.6371,-3.91586
99.7421,-0.0550855
99.8471,-0.838257
99.9521,-0.0718506
100.057,-0.802332
100.162,-0.847837
100.267,-1.09213
100.372,-1.21906
100.477,-1.08734
100.582,-1.07297
100.687,-0.706531
100.792,-0.855022
100.897,-0.778381
101.002,-0.871787
101.107,-0.950823
101.212,-0.958008
101.317,-0.936453
101.422,-0.768801
101.527,-0.826282
101.632,-0.807122
101.737,-0.931663
101.842,-0.766406
101.947,-0.730481
102.052,-0.819097
102.157,-0.890947
102.262,-0.828677
102.367,-0.761616
102.472,-0.637075
102.577,-0.984353
102.682,-0.60594
102.787,-1.3484
102.892,-1.03944
102.997,-1.23583
103.102,-0.665815
103.207,-0.299377
103.312,-1.28134
103.417,-0.668211
103.522,-0.864602
103.627,-1.18314
103.732,-0.778381
103.837,-0.958008
103.942,-0.943638
104.047,-0.984353
104.152,-0.411943
104.257,-0.914898
104.362,-0.342488
104.467,-0.677791
104.572,-0.500559
104.677,-0.948428
104.782,-0.701741
104.887,-0.910107
104.992,-0.227527
105.097,-0.787961
105.202,-0.378413
105.307,-0.771196
105.412,-0.910107
105.517,-0.59157
105.622,-0.900527
105.727,-0.63468
105.832,-0.397573
105.937,-0.0287402
106.042,-0.749641
106.147,-1.93757
106.252,-0.546064
106.357,0.766406
106.462,-0.895737
106.567,-0.253872
106.672,-0.479004
106.777,-0.752036
106.882,-1.15919
106.987,-0.510139
107.092,-0.845442
107.197,-3.49433
107.302,-1.1999
107.407,-1.82261
107.512,-1.28613
107.617,-1.19751
107.722,-1.76034
107.827,-0.538879
107.932,-0.64426
108.037,-1.02267
108.142,-0.452659
108.247,-0.811912
108.352,-1.2502
108.457,-0.548459
108.562,-1.3005
108.667,-1.11608
108.772,-0.622705
108.877,0.261057
108.982,-0.840652
109.087,-1.20948
109.192,-0.62031
109.297,-1.05141
109.402,-1.94476
109.507,-1.35079
109.612,-0.519719
109.717,-1.43941
109.822,-0.529299
109.927,-0.874182
110.032,-0.364043
110.137,-0.423918
110.242,0.426313
110.347,-0.301772
110.452,-0.617915
110.557,0.58678
110.662,0.433499
110.767,-0.955613
110.872,-2.3543
110.977,-3.44164
111.082,-0.962798
111.187,-0.929268
111.292,-1.11847
111.397,-0.888552
111.502,-0.421523
111.607,-0.543669
111.712,-0.526904
111.817,-1.27894
111.922,-1.22625
112.027,-0.0383203
112.132,-0.555645
112.237,-1.42025
112.342,-0.780776
112.447,-0.768801
112.552,-0.0814307
112.657,-1.55916
112.762,-0.203577
112.867,-0.699346
112.972,1.32205
113.077,-0.574805
113.182,-1.2526
113.287,-1.18314
113.392,-0.878972
113.497,-0.819097
113.602,-0.684976
113.707,-1.10889
113.812,-0.809517
113.917,-0.680186
114.022,-0.603545
114.127,-0.641865
114.232,-0.61552
114.337,-0.61552
114.442,-0.6251
114.547,-0.62031
114.652,-0.617915
114.757,-0.632285
114.862,-0.747246
114.967,-1.28373
115.072,-0.459844
115.177,-0.55325
115.282,-0.490979
115.387,-0.285007
115.492,0.258662
115.597,-0
115.702,-1.23583
115.807,-1.14482
115.912,-0.392783
116.017,-0.5772
116.122,-0.821492
116.227,-0.910107
116.332,-0.720901
116.437,-0.584385
116.542,-0.744851
116.647,-0.814307
116.752,-0.670605
116.857,-0.866997
116.962,-0.783171
117.067,-0.716111
117.172,-0.859812
117.277,-0.756826
117.382,-0.775986
117.487,-0.66342
117.592,-0.670605
117.697,-0.665815
117.802,-0.670605
117.907,-0.692161
118.012,-0.696951
118.117,-0.684976
118.222,-0.680186
118.327,-0.665815
118.432,-0.675396
118.537,-0.687371
118.642,-0.677791
118.747,-0.682581
118.852,-0.687371
118.957,-0.677791
119.062,-0.661025
119.167,-0.65863
119.272,-0.684976
119.377,-0.677791
119.482,-0.701741
119.587,-0.665815
119.692,-0.682581
119.797,-0.670605
119.902,-0.65863
120.007,-0.673001
120.112,-0.699346
120.217,-0.694556
120.322,-0.668211
120.427,-0.675396
120.532,-0.701741
120.637,-0.687371
120.742,-0.711321
120.847,-0.696951
120.952,-0.742456
121.057,-0.783171
121.162,-0.66342
121.267,-0.673001
121.372,-0.514929
121.477,-1.21667
121.582,-0.57241
121.687,-0.744851
121.792,-0.754431
121.897,-0.512534
122.002,-0.787961
122.107,-0.802332
122.212,-0.821492
122.317,-0.603545
122.422,-1.04183
122.527,-0.646655
122.632,-0.775986
122.737,-0.419128
122.842,-1.14961
122.947,-0.428709
123.052,-0.732876
123.157,-0.855022
123.262,-0.696951
123.367,-0.828677
123.472,-0.534089
123.577,-0.368833
123.682,0.510139
123.787,-0.603545
123.892,-0.977168
123.997,-0.692161
124.102,-0.560435
124.207,-0.665815
124.312,-0.716111
124.417,-0.651445
124.522,-0.641865
124.627,-0.704136
124.732,-0.66342
124.837,-1.01788
124.942,-0.210762
125.047,-0.914898
125.152,-0.943638
125.257,-0.857417
125.362,-2.56746
125.467,-1.21428
125.572,-1.12566
125.677,-0.131726
125.782,0.443079
125.887,-2.33035
125.992,-1.49928
126.097,-0.416733
126.202,-1.26457
126.307,-1.34121
126.412,-1.08255
126.517,-1.35079
126.622,-1.21428
126.727,-0.354463
126.832,-1.53042
126.937,-2.3543
127.042,-1.28134
127.147,-1.52802
127.252,-0.680186
127.357,-2.00942
127.462,-1.54479
127.567,-1.65496
127.672,-0.768801
127.777,-2.78062
127.882,-0.773591
127.987,-1.54
128.092,-2.08606
128.197,-0.622705
128.302,-1.37235
128.407,-1.85854
128.512,-2.11241
128.617,-1.37953
128.722,-1.99745
128.827,-1.85614
128.932,-1.11847
129.037,-1.24062
129.142,-1.16637
129.247,-1.20948
129.352,-1.02986
129.457,-1.67412
129.562,-1.69088
129.667,-1.37714
129.772,-0.778381
129.877,-0.689766
129.982,-0.66342
130.087,-0.637075
130.192,-0.656235
130.297,-0.65384
130.402,-0.64426
130.507,-0.656235
130.612,-0.63947
130.717,-0.627495
130.822,-0.6251
130.927,-0.637075
131.032,-0.632285
131.137,-0.641865
131.242,-0.63468
131.347,-0.593965
131.452,-0.62989
131.557,-0.651445
131.662,-0.641865
131.767,-0.6251
131.872,-0.641865
131.977,-0.656235
132.082,-0.63468
132.187,-0.641865
132.292,-0.651445
132.397,-0.632285
132.502,-0.63947
132.607,-0.651445
132.712,-0.64426
132.817,-0.62031
132.922,-0.641865
133.027,-0.64905
133.132,-0.63468
133.237,-0.646655
133.342,-0.622705
133.447,-0.641865
133.552,-0.646655
133.657,-0.62031
133.762,-0.661025
133.867,-0.65384
133.972,-0.622705
134.077,-0.64426
134.182,-0.64905
134.287,-0.646655
134.392,-0.632285
134.497,-0.641865
134.602,-0.64426
134.707,-0.632285
134.812,-0.6251
134.917,-0.62989
135.022,-0.66342
135.127,-0.637075
135.232,-0.63947
135.337,-0.656235
135.442,-0.62989
135.547,-0.632285
135.652,-0.6251
135.757,-0.63947
135.862,-0.61073
135.967,-0.641865
136.072,-0.656235
136.177,-0.64426
136.282,-0.632285
136.387,-0.63947
136.492,-0.63468
136.597,-0.63468
136.702,-0.64905
136.807,-0.641865
136.912,-0.63947
137.017,-0.637075
137.122,-0.63947
137.227,-0.627495
137.332,-0.632285
137.437,-0.63468
137.542,-0.632285
137.647,-0.63947
137.752,-0.65863
137.857,-0.651445
137.962,-0.617915
138.067,-0.637075
138.172,-0.651445
138.277,-0.64905
138.382,-0.63468
138.487,-0.613125
138.592,-0.62989
138.697,-0.64905
138.802,-0.641865
138.907,-0.627495
139.012,-0.656235
139.117,-0.65384
139.222,-0.64905
139.327,-0.637075
139.432,-0.608335
139.537,-0.637075
139.642,-0.64426
139.747,-0.641865
139.852,-0.617915
139.957,-0.6251
140.062,-0.637075
140.167,-0.63947
140.272,-0.63947
140.377,-0.632285
140.482,-0.62989
140.587,-0.63468
140.692,-0.632285
140.797,-0.65384
140.902,-0.64426
141.007,-0.646655
141.112,-0.64426
141.217,-0.63468
141.322,-0.632285
141.427,-0.6251
141.532,-0.637075
141.637,-0.646655
141.742,-0.632285
141.847,-0.641865
141.952,-0.63468
142.057,-0.63468
142.162,-0.63947
142.267,-0.64426
142.372,-0.646655
142.477,-0.641865
142.582,-0.64905
142.687,-0.641865
142.792,-0.63947
142.897,-0.641865
143.002,-0.637075
143.107,-0.661025
143.212,-0.637075
143.317,-0.632285
143.422,-0.62989
143.527,-0.63947
143.632,-0.622705
143.737,-0.622705
143.842,-0.63947
143.947,-0.63947
144.052,-0.641865
144.157,-0.632285
144.262,-0.63468
144.367,-0.64905
144.472,-0.63947
144.577,-0.65863
144.682,-0.637075
144.787,-0.632285
144.892,-0.64426
144.997,-0.6251
145.102,-0.651445
145.207,-0.65863
145.312,-0.62989
145.417,-0.6251
145.522,-0.63947
145.627,-0.64905
145.732,-0.641865
145.837,-0.63947
145.942,-0.64905
146.047,-0.637075
146.152,-0.627495
146.257,-0.632285
146.362,-0.64905
146.467,-0.62989
146.572,-0.637075
146.677,-0.6251
146.782,-0.62989
146.887,-0.637075
146.992,-0.646655
147.097,-0.63947
147.202,-0.646655
147.307,-0.632285
147.412,-0.613125
147.517,-0.62989
147.622,-0.62989
147.727,-0.63468
147.832,-0.64426
147.937,-0.637075
148.042,-0.632285
148.147,-0.641865
148.252,-0.6251
148.357,-0.641865
148.462,-0.627495
148.567,-0.637075
148.672,-0.63468
148.777,-0.63947
148.882,-0.627495
148.987,-0.64426
149.092,-0.637075
149.197,-0.65863
149.302,-0.632285
149.407,-0.64905
149.512,-0.62989
149.617,-0.627495
149.722,-0.651445
149.827,-0.63468
149.932,-0.637075
150.037,-0.63468
150.142,-0.64905
150.247,-0.63947
150.352,-0.637075
150.457,-0.63947
150.562,-0.646655
150.667,-0.63468
150.772,-0.651445
150.877,-0.63468
150.982,-0.641865
151.087,-0.65863
151.192,-0.65863
151.297,-0.637075
151.402,-0.622705
151.507,-0.6251
151.612,-0.641865
151.717,-0.63468
151.822,-0.63468
151.927,-0.637075
152.032,-0.632285
152.137,-0.6251
152.242,-0.64426
152.347,-0.63468
152.452,-0.637075
152.557,-0.641865
152.662,-0.646655
152.767,-0.63947
152.872,-0.651445
152.977,-0.656235
153.082,-0.622705
153.187,-0.622705
153.292,-0.63947
153.397,-0.646655
153.502,-0.637075
153.607,-0.641865
153.712,-0.63468
153.817,-0.62031
153.922,-0.62989
154.027,-0.63468
154.132,-0.632285
154.237,-0.637075
154.342,-0.632285
154.447,-0.651445
154.552,-0.65384
154.657,-0.63947
154.762,-0.632285
154.867,-0.64426
154.972,-0.63947
155.077,-0.646655
155.182,-0.646655
155.287,-0.641865
155.392,-0.637075
155.497,-0.64426
155.602,-0.63947
155.707,-0.637075
155.812,-0.637075
155.917,-0.651445
156.022,-0.632285
156.127,-0.63468
156.232,-0.64905
156.337,-0.646655
156.442,-0.63947
156.547,-0.627495
156.652,-0.656235
156.757,-0.632285
156.862,-0.637075
156.967,-0.632285
157.072,-0.641865
157.177,-0.641865
157.282,-0.65863
157.387,-0.632285
157.492,-0.641865
157.597,-0.63947
157.702,-0.627495
157.807,-0.63947
157.912,-0.641865
158.017,-0.6251
158.122,-0.641865
158.227,-0.6251
158.332,-0.63947
158.437,-0.627495
158.542,-0.637075
158.647,-0.646655
158.752,-0.64426
158.857,-0.62989
158.962,-0.63468
159.067,-0.64426
159.172,-0.62989
159.277,-0.64905
159.382,-0.64905
159.487,-0.64905
159.592,-0.641865
159.697,-0.64905
159.802,-0.64426
159.907,-0.62989
160.012,-0.63468
160.117,-0.641865
160.222,-0.63468
160.327,-0.632285
160.432,-0.651445
160.537,-0.622705
160.642,-0.63947
160.747,-0.62989
160.852,-0.62989
160.957,-0.63468
161.062,-0.64905
161.167,-0.622705
161.272,-0.627495
161.377,-0.627495
161.482,-0.622705
161.587,-0.62989
161.692,-0.64426
161.797,-0.64905
161.902,-0.64426
162.007,-0.62989
162.112,-0.632285
162.217,-0.64905
162.322,-0.637075
162.427,-0.641865
162.532,-0.641865
162.637,-0.64426
162.742,-0.62989
162.847,-0.627495
162.952,-0.6251
163.057,-0.65384
163.162,-0.632285
163.267,-0.632285
163.372,-0.63947
163.477,-0.651445
163.582,-0.646655
163.687,-0.62989
163.792,-0.63947
163.897,-0.62989
164.002,-0.62989
164.107,-0.627495
164.212,-0.656235
164.317,-0.637075
164.422,-0.641865
164.527,-0.641865
164.632,-0.641865
164.737,-0.63947
164.842,-0.651445
164.947,-0.6251
165.052,-0.637075
165.157,-0.622705
165.262,-0.6251
165.367,-0.632285
165.472,-0.63468
165.577,-0.65863
165.682,-0.627495
165.787,-0.637075
165.892,-0.64905
165.997,-0.65384
166.102,-0.63468
166.207,-0.65384
166.312,-0.6251
166.417,-0.64426
166.522,-0.632285
166.627,-0.65863
166.732,-0.6251
166.837,-0.62989
166.942,-0.646655
167.047,-0.62989
167.152,-0.63468
167.257,-0.64905
167.362,-0.646655
167.467,-0.63947
167.572,-0.62989
167.677,-0.63468
167.782,-0.63468
167.887,-0.656235
167.992,-0.651445
168.097,-0.63468
168.202,-0.62989
168.307,-0.632285
168.412,-0.641865
168.517,-0.64426
168.622,-0.627495
168.727,-0.64426
168.832,-0.63947
168.937,-0.641865
169.042,-0.637075
169.147,-0.617915
169.252,-0.64426
169.357,-0.63947
169.462,-0.632285
169.567,-0.64426
169.672,-0.641865
169.777,-0.627495
169.882,-0.62989
169.987,-0.632285
170.092,-0.64426
170.197,-0.646655
170.302,-0.637075
170.407,-0.641865
170.512,-0.637075
