#time, lon[]
27.9011,0
28.0061,0
28.1111,0
28.2161,0
28.3211,0
28.4261,0
28.5311,11.6443
28.6361,11.6443
28.7411,11.6443
28.8461,11.6443
28.9511,11.6443
29.0561,11.6443
29.1611,11.6443
29.2661,11.6443
29.3711,11.6443
29.4761,11.6442
29.5811,11.6442
29.6861,11.6442
29.7911,11.6442
29.8961,11.6442
30.0011,11.6442
30.1061,11.6442
30.2111,11.6442
30.3161,11.6442
30.4211,11.6442
30.5261,11.6442
30.6311,11.6442
30.7361,11.6442
30.8411,11.6442
30.9461,11.6442
31.0511,11.6442
31.1561,11.6442
31.2611,11.6442
31.3661,11.6442
31.4711,11.6442
31.5761,11.6442
31.6811,11.6442
31.7861,11.6442
31.8911,11.6442
31.9961,11.6442
32.1011,11.6442
32.2061,11.6442
32.3111,11.6442
32.4161,11.6442
32.5211,11.6441
32.6261,11.6441
32.7311,11.6441
32.8361,11.6441
32.9427,11.6441
33.0461,11.6441
33.1511,11.6441
33.2561,11.6441
33.3611,11.6441
33.4661,11.6441
33.5711,11.6441
33.6761,11.6441
33.7811,11.6441
33.8861,11.6441
33.9911,11.6441
34.0961,11.6441
34.2011,11.6441
34.3061,11.6441
34.4111,11.6441
34.5161,11.6441
34.6211,11.6441
34.7261,11.6441
34.8311,11.6441
34.9361,11.6441
35.0411,11.6441
35.1461,11.6441
35.2511,11.6441
35.3561,11.6441
35.4611,11.6441
35.5661,11.6441
35.6711,11.6441
35.7761,11.6441
35.8811,11.6441
35.9861,11.6441
36.0911,11.6441
36.1961,11.6441
36.3011,11.6441
36.4061,11.6441
36.5111,11.6441
36.6161,11.6441
36.7211,11.6441
36.8261,11.6441
36.9311,11.6441
37.0361,11.6441
37.1411,11.6441
37.2461,11.6441
37.3511,11.6441
37.4561,11.6441
37.5611,11.6442
37.6661,11.6442
37.7711,11.6442
37.8761,11.6442
37.9811,11.6442
38.0861,11.6442
38.1927,11.6442
38.2961,11.6442
38.4011,11.6442
38.5061,11.6442
38.6111,11.6442
38.7161,11.6442
38.8211,11.6442
38.9261,11.6442
39.0311,11.6442
39.1361,11.6442
39.2411,11.6442
39.3461,11.6442
39.4511,11.6442
39.5561,11.6442
39.6611,11.6442
39.7871,11.6442
39.8921,11.6442
39.9971,11.6442
40.1021,11.6442
40.2071,11.6442
40.3121,11.6442
40.4171,11.6442
40.5221,11.6442
40.6271,11.6442
40.7321,11.6442
40.8371,11.6442
40.9421,11.6442
41.0471,11.6442
41.1521,11.6442
41.2571,11.6442
41.3621,11.6442
41.4671,11.6442
41.5721,11.6442
41.6771,11.6442
41.7821,11.6442
41.8871,11.6442
41.9921,11.6442
42.0971,11.6442
42.2021,11.6442
42.3071,11.6442
42.4121,11.6442
42.5171,11.6442
42.6221,11.6442
42.7271,11.6442
42.8321,11.6442
42.9371,11.6442
43.0421,11.6442
43.1471,11.6442
43.2521,11.6442
43.3588,11.6442
43.4621,11.6442
43.5671,11.6442
43.6721,11.6442
43.7771,11.6442
43.8821,11.6442
43.9871,11.6442
44.0921,11.6442
44.1971,11.6442
44.3021,11.6442
44.4071,11.6442
44.5121,11.6441
44.6171,11.6441
44.7221,11.6441
44.8271,11.6441
44.9321,11.6441
45.0371,11.6441
45.1421,11.6441
45.2471,11.6441
45.3521,11.6441
45.4571,11.6441
45.5621,11.6441
45.6671,11.6441
45.7721,11.6441
45.8771,11.6441
45.9821,11.6441
46.0871,11.6441
46.1921,11.6441
46.2971,11.6441
46.4021,11.6441
46.5071,11.6441
46.6121,11.6441
46.7171,11.6441
46.8221,11.6441
46.9271,11.6441
47.0321,11.6441
47.1371,11.6441
47.2421,11.6441
47.3471,11.6441
47.4521,11.6441
47.5571,11.6441
47.6621,11.6441
47.7671,11.6441
47.8721,11.6441
47.9771,11.6441
48.0821,11.6441
48.1871,11.6441
48.2921,11.6441
48.3971,11.6441
48.5021,11.6441
48.6088,11.6441
48.7121,11.6441
48.8171,11.6441
48.9221,11.6441
49.0271,11.6441
49.1321,11.6441
49.2371,11.6441
49.3421,11.6441
49.4471,11.6441
49.5521,11.6441
49.6571,11.6441
49.7621,11.6441
49.8671,11.6441
49.9721,11.6441
50.0771,11.6441
50.1821,11.6441
50.2871,11.6441
50.3921,11.6441
50.4971,11.6442
50.6021,11.6442
50.7071,11.6442
50.8121,11.6442
50.9171,11.6442
51.0221,11.6442
51.1271,11.6442
51.2321,11.6442
51.3371,11.6442
51.4421,11.6442
51.5471,11.6442
51.6521,11.6442
51.7571,11.6442
51.8621,11.6442
51.9671,11.6442
52.0721,11.6442
52.1771,11.6442
52.2821,11.6442
52.3871,11.6442
52.4921,11.6442
52.5971,11.6442
52.7021,11.6442
52.8071,11.6442
52.9121,11.6442
53.0171,11.6442
53.1221,11.6442
53.2271,11.6442
53.3321,11.6442
53.4371,11.6442
53.5421,11.6442
53.6471,11.6442
53.7521,11.6442
53.8668,11.6442
53.9621,11.6442
54.0671,11.6442
54.1721,11.6442
54.2771,11.6442
54.3821,11.6442
54.4871,11.6442
54.5921,11.6442
54.6971,11.6442
54.8021,11.6442
54.9071,11.6442
55.0121,11.6442
55.1171,11.6442
55.2221,11.6442
55.3271,11.6442
55.4321,11.6442
55.5371,11.6441
55.6421,11.6441
55.7471,11.6441
55.8521,11.6441
55.9571,11.6441
56.0621,11.6441
56.1671,11.6441
56.2721,11.6441
56.3771,11.6441
56.4821,11.6441
56.5871,11.6441
56.6921,11.6441
56.7971,11.6441
56.9021,11.6441
57.0071,11.6441
57.1121,11.6441
57.2171,11.6441
57.3221,11.6441
57.4271,11.6441
57.5321,11.6441
57.6371,11.6441
57.7421,11.6441
57.8471,11.6441
57.9521,11.6441
58.0571,11.6441
58.1621,11.6441
58.2671,11.6441
58.3721,11.6441
58.4771,11.6441
58.5821,11.6441
58.6871,11.6441
58.7921,11.6441
58.8971,11.6441
59.0021,11.6441
59.1169,11.6441
59.2121,11.6441
59.3171,11.6441
59.4221,11.6441
59.5271,11.6441
59.6321,11.6441
59.7371,11.6441
59.8421,11.6441
59.9471,11.6441
60.0521,11.6441
60.1571,11.6441
60.2621,11.6441
60.3671,11.6441
60.4721,11.6441
60.5771,11.6441
60.6821,11.6441
60.7871,11.6441
60.8921,11.6441
60.9971,11.6441
61.1021,11.6441
61.2071,11.6441
61.3121,11.6441
61.4171,11.6441
61.5221,11.6441
61.6271,11.6441
61.7321,11.6441
61.8371,11.6441
61.9421,11.6441
62.0471,11.6441
62.1521,11.6441
62.2571,11.6441
62.3621,11.6441
62.4671,11.6441
62.5721,11.6441
62.6771,11.6441
62.7821,11.6441
62.8871,11.6441
62.9921,11.6441
63.0971,11.6441
63.2021,11.6441
63.3071,11.6441
63.4121,11.6441
63.5171,11.6441
63.6221,11.6441
63.7271,11.6441
63.8321,11.6441
63.9371,11.6441
64.0421,11.6441
64.1471,11.6441
64.2521,11.6441
64.3588,11.6441
64.4621,11.6441
64.5671,11.6441
64.6721,11.6441
64.7771,11.6441
64.8821,11.6441
64.9871,11.6441
65.0921,11.6441
65.1971,11.6441
65.3021,11.6441
65.4071,11.6441
65.5121,11.6441
65.6171,11.6441
65.7221,11.6441
65.8271,11.6441
65.9321,11.6441
66.0371,11.6441
66.1421,11.6441
66.2471,11.6441
66.3521,11.6441
66.4572,11.6441
66.5621,11.6441
66.6671,11.6441
66.7721,11.6441
66.8771,11.6441
66.9821,11.6441
67.0871,11.6441
67.1921,11.6441
67.2971,11.6441
67.4021,11.6441
67.5071,11.6441
67.6121,11.6441
67.7171,11.6441
67.8221,11.6441
67.9271,11.6441
68.0321,11.6441
68.1371,11.6441
68.2421,11.6441
68.3471,11.6441
68.4521,11.6441
68.5571,11.6441
68.6621,11.6441
68.7671,11.6441
68.8721,11.6441
68.9771,11.6441
69.0821,11.6441
69.1871,11.6441
69.2921,11.6441
69.3971,11.6441
69.5021,11.6441
69.6088,11.6441
69.7121,11.6441
69.8171,11.6441
69.9221,11.6441
70.0271,11.6441
70.1321,11.6441
70.2371,11.6441
70.3421,11.6441
70.4471,11.6441
70.5521,11.6441
70.6571,11.6441
70.7621,11.6441
70.8671,11.6441
70.9721,11.6441
71.0771,11.6441
71.1821,11.6441
71.2871,11.6441
71.3921,11.6441
71.4971,11.6441
71.6021,11.6441
71.7071,11.6441
71.8121,11.6441
71.9171,11.6441
72.0221,11.6441
72.1271,11.6441
72.2321,11.6441
72.3371,11.6441
72.4421,11.6441
72.5471,11.6442
72.6521,11.6442
72.7571,11.6442
72.8621,11.6442
72.9671,11.6442
73.0721,11.6442
73.1771,11.6442
73.2821,11.6442
73.3871,11.6442
73.4921,11.6442
73.5971,11.6442
73.7021,11.6442
73.8071,11.6442
73.9121,11.6442
74.0171,11.6442
74.1221,11.6442
74.2271,11.6442
74.3321,11.6442
74.4371,11.6442
74.5421,11.6441
74.6471,11.6441
74.7521,11.6441
74.859,11.6441
74.9621,11.6441
75.0671,11.6441
75.1721,11.6441
75.2771,11.6441
75.3821,11.6441
75.4871,11.6441
75.5921,11.6441
75.6971,11.6441
75.8021,11.6441
75.9071,11.6441
76.0121,11.6441
76.1171,11.6441
76.2221,11.6441
76.3271,11.6441
76.4321,11.6441
76.5371,11.6441
76.6421,11.6441
76.7471,11.6441
76.8521,11.6441
76.9571,11.6441
77.0621,11.6441
77.1671,11.6441
77.2721,11.6441
77.3771,11.6441
77.4821,11.6441
77.5871,11.6441
77.6921,11.6441
77.7971,11.6441
77.9021,11.6441
78.0071,11.6441
78.1121,11.6441
78.2171,11.6441
78.3221,11.6441
78.4271,11.6441
78.5321,11.6441
78.6371,11.6441
78.7421,11.6441
78.8471,11.6441
78.9521,11.6441
79.0571,11.6441
79.1621,11.6441
79.2671,11.6441
79.3721,11.6441
79.4771,11.6441
79.5821,11.6441
79.6871,11.6441
79.7921,11.6441
79.8971,11.6441
80.0021,11.6441
80.1088,11.6441
80.2121,11.6441
80.3171,11.6441
80.4221,11.6441
80.5271,11.6441
80.6321,11.6441
80.7371,11.6441
80.8421,11.6441
80.9471,11.6441
81.0521,11.6441
81.1571,11.6441
81.2621,11.6441
81.3671,11.6441
81.4721,11.6441
81.5771,11.6441
81.6821,11.6441
81.7871,11.6441
81.8921,11.6441
81.9971,11.6441
82.1021,11.6441
82.2071,11.6441
82.3121,11.6441
82.4171,11.6441
82.5221,11.6441
82.6271,11.6441
82.7321,11.6441
82.8371,11.6441
82.9421,11.6441
83.0471,11.6441
83.1521,11.6441
83.2571,11.6441
83.3621,11.6441
83.4671,11.6441
83.5721,11.6441
83.6771,11.6441
83.7821,11.6441
83.8871,11.6441
83.9921,11.6441
84.0971,11.6441
84.2021,11.6441
84.3071,11.6441
84.4121,11.6441
84.5171,11.6441
84.6221,11.6441
84.7271,11.6441
84.8321,11.6441
84.9371,11.6441
85.0421,11.6441
85.1471,11.6441
85.2521,11.6441
85.3588,11.6441
85.4621,11.6441
85.5671,11.6441
85.6721,11.6441
85.7771,11.6441
85.8821,11.6441
85.9871,11.6441
86.0921,11.6441
86.1971,11.6441
86.3021,11.6441
86.4071,11.6441
86.5121,11.6441
86.6171,11.6441
86.7221,11.6441
86.8271,11.6441
86.9321,11.6441
87.0371,11.6441
87.1421,11.6441
87.2471,11.6441
87.3521,11.6441
87.4571,11.6441
87.5621,11.6442
87.6671,11.6442
87.7721,11.6442
87.8771,11.6442
87.9821,11.6442
88.0871,11.6442
88.1921,11.6442
88.2971,11.6442
88.4021,11.6442
88.5071,11.6442
88.6121,11.6442
88.7171,11.6442
88.8221,11.6442
88.9271,11.6442
89.0321,11.6442
89.1371,11.6442
89.2421,11.6442
89.3471,11.6442
89.4521,11.6442
89.5571,11.6442
89.6621,11.6442
89.7671,11.6442
89.8721,11.6442
89.9771,11.6442
90.0821,11.6442
90.1871,11.6442
90.2921,11.6442
90.3971,11.6442
90.5021,11.6442
90.6088,11.6442
90.7121,11.6442
90.8171,11.6442
90.9221,11.6442
91.0271,11.6442
91.1321,11.6442
91.2371,11.6442
91.3421,11.6442
91.4471,11.6442
91.5521,11.6442
91.6571,11.6442
91.7621,11.6442
91.8671,11.6442
91.9721,11.6442
92.0771,11.6442
92.1821,11.6442
92.2871,11.6442
92.3921,11.6442
92.4971,11.6442
92.6021,11.6442
92.7071,11.6442
92.8121,11.6442
92.9171,11.6442
93.0221,11.6442
93.1271,11.6442
93.2321,11.6442
93.3371,11.6442
93.4421,11.6442
93.5471,11.6442
93.6521,11.6442
93.7571,11.6442
93.8621,11.6442
93.9671,11.6442
94.0721,11.6442
94.1771,11.6442
94.2821,11.6442
94.3871,11.6442
94.4921,11.6442
94.5971,11.6442
94.7021,11.6442
94.8071,11.6442
94.9121,11.6442
95.0171,11.6442
95.1221,11.6442
95.2271,11.6442
95.3321,11.6442
95.4371,11.6442
95.5421,11.6442
95.6471,11.6442
95.7521,11.6442
95.8588,11.6442
95.9621,11.6442
96.0671,11.6442
96.1721,11.6442
96.2771,11.6442
96.3821,11.6442
96.4871,11.6442
96.5921,11.6442
96.6971,11.6442
96.8021,11.6442
96.9071,11.6442
97.0121,11.6442
97.1171,11.6442
97.2221,11.6442
97.3271,11.6442
97.4321,11.6442
97.5371,11.6442
97.6421,11.6442
97.7471,11.6442
