time;roll;pitch;yaw;alt
 8.73844E+01; 3.38023E-03; 7.87720E-02; 2.52883E+00; 1.10903E+02
 8.74844E+01; 3.52854E-03; 8.38437E-02; 2.52878E+00; 1.10903E+02
 8.75844E+01; 3.95106E-03; 8.86683E-02; 2.52875E+00; 1.10903E+02
 8.76844E+01; 4.72038E-03; 9.32657E-02; 2.52854E+00; 1.10903E+02
 8.77844E+01; 5.12525E-03; 8.95647E-02; 2.52811E+00; 1.10903E+02
 8.78844E+01; 5.11527E-03; 8.15506E-02; 2.52740E+00; 1.10903E+02
 8.79844E+01; 5.23682E-03; 7.98908E-02; 2.52676E+00; 1.10903E+02
 8.80844E+01; 5.55962E-03; 8.15511E-02; 2.52603E+00; 1.10903E+02
 8.81844E+01; 5.64222E-03; 7.89161E-02; 2.52529E+00; 1.10903E+02
 8.82844E+01; 5.37452E-03; 7.42255E-02; 2.52488E+00; 1.10903E+02
 8.83844E+01; 4.98240E-03; 7.42960E-02; 2.52498E+00; 1.10903E+02
 8.84844E+01; 4.47598E-03; 7.65431E-02; 2.52510E+00; 1.10903E+02
 8.85844E+01; 4.01484E-03; 7.84668E-02; 2.52512E+00; 1.10903E+02
 8.86844E+01; 3.80615E-03; 8.00783E-02; 2.52514E+00; 1.10903E+02
 8.87844E+01; 3.52354E-03; 7.89617E-02; 2.52503E+00; 1.10903E+02
 8.88844E+01; 3.09908E-03; 7.64753E-02; 2.52489E+00; 1.10903E+02
 8.89844E+01; 2.83887E-03; 7.61281E-02; 2.52478E+00; 1.10903E+02
 8.90844E+01; 2.68468E-03; 7.68776E-02; 2.52493E+00; 1.10903E+02
 8.91844E+01; 2.60467E-03; 7.81942E-02; 2.52523E+00; 1.10903E+02
 8.92844E+01; 2.70987E-03; 7.96902E-02; 2.52587E+00; 1.10903E+02
 8.93844E+01; 3.05130E-03; 7.99067E-02; 2.52655E+00; 1.10903E+02
 8.94844E+01; 3.34750E-03; 7.94455E-02; 2.52706E+00; 1.10903E+02
 8.95844E+01; 3.44153E-03; 7.95768E-02; 2.52727E+00; 1.10903E+02
 8.96844E+01; 3.46752E-03; 8.00295E-02; 2.52729E+00; 1.10903E+02
 8.97844E+01; 3.29041E-03; 7.84413E-02; 2.52736E+00; 1.10903E+02
 8.98844E+01; 2.87054E-03; 7.58461E-02; 2.52769E+00; 1.10903E+02
 8.99844E+01; 2.69127E-03; 7.66291E-02; 2.52827E+00; 1.10903E+02
 9.00844E+01; 2.70723E-03; 7.91412E-02; 2.52897E+00; 1.10903E+02
 9.01844E+01; 2.97440E-03; 7.96772E-02; 2.52963E+00; 1.10903E+02
 9.02844E+01; 3.56738E-03; 7.90675E-02; 2.53003E+00; 1.10903E+02
 9.03844E+01; 4.00221E-03; 7.88170E-02; 2.53040E+00; 1.10903E+02
 9.04844E+01; 4.31343E-03; 7.88157E-02; 2.53081E+00; 1.10903E+02
 9.05844E+01; 4.27084E-03; 7.75272E-02; 2.53115E+00; 1.10903E+02
 9.06844E+01; 3.83511E-03; 7.56158E-02; 2.53157E+00; 1.10903E+02
 9.07844E+01; 3.12348E-03; 7.26757E-02; 2.53206E+00; 1.10903E+02
 9.08844E+01; 2.12552E-03; 6.93736E-02; 2.53256E+00; 1.10903E+02
 9.09844E+01; 1.31789E-03; 6.94403E-02; 2.53320E+00; 1.10903E+02
 9.10844E+01; 7.88218E-04; 7.11836E-02; 2.53373E+00; 1.10903E+02
 9.11844E+01; 5.41678E-04; 7.32614E-02; 2.53414E+00; 1.10903E+02
 9.12844E+01; 5.68025E-04; 7.56071E-02; 2.53457E+00; 1.10903E+02
 9.13844E+01; 5.86340E-04; 7.65685E-02; 2.53481E+00; 1.10903E+02
 9.14844E+01; 5.49206E-04; 7.68688E-02; 2.53501E+00; 1.10903E+02
 9.15844E+01; 4.92843E-04; 7.95243E-02; 2.53538E+00; 1.10903E+02
 9.16844E+01; 3.57830E-04; 8.34173E-02; 2.53576E+00; 1.10903E+02
 9.17844E+01; 4.68154E-04; 8.00742E-02; 2.53610E+00; 1.10903E+02
 9.18844E+01; 8.26452E-04; 7.30791E-02; 2.53625E+00; 1.10903E+02
 9.19844E+01; 9.52617E-04; 7.03589E-02; 2.53639E+00; 1.10903E+02
 9.20844E+01; 8.54363E-04; 6.98960E-02; 2.53670E+00; 1.10903E+02
 9.21844E+01; 5.03982E-04; 7.32308E-02; 2.53701E+00; 1.10903E+02
 9.22844E+01;-4.46388E-04; 7.83045E-02; 2.53692E+00; 1.10903E+02
 9.23844E+01;-8.15648E-04; 8.01516E-02; 2.53664E+00; 1.10903E+02
 9.24844E+01;-1.24575E-04; 8.05031E-02; 2.53632E+00; 1.10903E+02
 9.25844E+01; 2.24384E-04; 8.21079E-02; 2.53611E+00; 1.10903E+02
 9.26844E+01;-7.06889E-05; 8.42901E-02; 2.53606E+00; 1.10903E+02
 9.27844E+01; 1.15346E-05; 8.37291E-02; 2.53610E+00; 1.10903E+02
 9.28844E+01; 5.67120E-04; 8.18181E-02; 2.53626E+00; 1.10903E+02
 9.29844E+01; 9.98548E-04; 8.13298E-02; 2.53664E+00; 1.10903E+02
 9.30844E+01; 8.37402E-04; 8.16943E-02; 2.53759E+00; 1.10903E+02
 9.31844E+01; 1.06104E-03; 7.39753E-02; 2.53874E+00; 1.10903E+02
 9.32844E+01; 2.02522E-03; 6.13753E-02; 2.53979E+00; 1.10903E+02
 9.33844E+01; 2.25547E-03; 5.81068E-02; 2.54056E+00; 1.10903E+02
 9.34844E+01; 1.87527E-03; 5.95761E-02; 2.54101E+00; 1.10903E+02
 9.35844E+01; 1.70817E-03; 6.11619E-02; 2.54138E+00; 1.10903E+02
 9.36844E+01; 1.66230E-03; 6.25689E-02; 2.54198E+00; 1.10903E+02
 9.37844E+01; 1.26458E-03; 6.74260E-02; 2.54257E+00; 1.10903E+02
 9.38844E+01; 5.52408E-04; 7.38113E-02; 2.54284E+00; 1.10903E+02
 9.39844E+01;-3.38306E-05; 7.49365E-02; 2.54298E+00; 1.10903E+02
