#time, GyrZ[]
110.487,-0.0913192
110.507,-0.0827925
110.527,-0.0492461
110.547,0.0050287
110.567,0.0599047
110.587,0.0977108
110.606,0.116581
110.627,0.149662
110.647,0.191416
110.667,0.200398
110.687,0.167063
110.707,0.150554
110.727,0.128651
110.747,0.103881
110.767,0.107262
110.787,0.12286
110.807,0.115116
110.828,0.101671
110.847,0.0892757
110.867,0.0551727
110.887,0.0406791
110.907,0.0532925
110.927,0.0552546
110.947,0.0540984
110.967,0.0303513
110.987,0.00840325
111.007,0.0127469
111.027,0.00408151
111.047,-0.0143623
111.067,-0.012401
111.087,-0.0173742
111.107,-0.0135688
111.127,-0.0149535
111.147,-0.0127808
111.167,0.00186197
111.187,0.0102242
111.207,-0.00353963
111.227,-0.0116633
111.247,-0.00572821
111.267,-0.0129832
111.287,-0.0232096
111.307,-0.027083
111.327,-0.0323316
111.347,-0.0281352
111.367,-0.0437458
111.387,-0.0352912
111.407,-0.0327777
111.427,-0.0219678
111.447,-0.0181806
111.467,-0.0169588
111.487,-0.0244425
111.507,-0.0246924
111.528,-0.0350915
111.547,-0.0293945
111.567,-0.016174
111.587,-0.0160587
111.607,-0.00875498
111.627,-0.0174779
111.647,-0.0172138
111.667,-0.0109147
111.687,-0.0204944
111.706,-0.0248512
111.728,-0.0375172
111.747,-0.0430201
111.767,-0.0364433
111.787,-0.019263
111.806,-0.0214879
111.827,-0.0296067
111.846,-0.038981
111.867,-0.0348085
111.887,-0.0302917
111.906,-0.0219653
111.927,-0.0156664
111.947,-0.0137534
111.967,-0.0163765
111.987,-0.0104133
112.007,-0.0127365
112.027,-0.0174712
112.047,-0.00848518
112.067,-0.00232336
112.087,-0.0101849
112.107,-0.0225511
112.128,-0.0243815
112.147,-0.0341823
112.167,-0.0404484
112.187,-0.0480736
112.206,-0.0443021
112.227,-0.0385563
112.247,-0.0332887
112.267,-0.0260639
112.287,-0.030131
112.306,-0.0322267
112.327,-0.0289547
112.347,-0.0252912
112.367,-0.0215935
112.387,0.00230504
112.407,-0.00672693
112.427,-0.0182357
112.446,-0.0148209
112.467,-0.00954497
112.487,-0.0258736
112.507,-0.0342167
112.527,-0.0231221
112.547,-0.0256599
112.567,-0.0251282
112.587,-0.0208838
112.607,-0.00969213
112.627,0.00568683
112.647,0.00320419
112.667,-0.01433
112.687,-0.0230449
112.707,-0.0121125
112.728,-0.00515788
112.747,-0.00533795
112.767,-0.00457953
112.787,-0.00580881
112.807,-0.00406599
112.827,-0.00482823
112.847,-0.0129942
112.867,-0.0195277
112.887,-0.0271807
112.907,-0.0327645
112.927,-0.0145938
112.947,-0.00449455
112.967,-0.000632557
112.987,0.000182758
113.007,0.00129298
113.027,0.00333782
113.047,-0.00698177
113.067,-0.0186933
113.087,-0.020474
113.107,-0.0254304
113.127,-0.0156293
113.147,-0.0129562
113.167,-0.00418022
113.187,0.00207267
113.206,0.00240541
113.227,0.00607806
113.247,-0.00760309
113.267,-0.0026242
113.287,0.00971077
113.307,0.0190475
113.327,0.0319646
113.347,0.0426644
113.367,0.0523162
113.387,0.0696656
113.407,0.0768374
113.428,0.0761296
113.447,0.0618307
113.467,0.0281712
113.487,-0.000699092
113.507,-0.0309259
113.527,-0.0482303
113.547,-0.025933
113.567,0.00472831
113.587,0.0115474
113.607,0.0186973
113.628,0.0287169
113.647,0.026411
113.667,0.00332407
113.687,-0.0100576
113.707,-0.0269983
113.727,-0.0243729
113.747,-0.00799916
113.767,-0.00178214
113.787,-0.00797158
113.807,-0.0216749
113.827,-0.0204055
113.847,-0.00121478
113.867,0.00739401
113.887,0.00765144
113.907,0.00907442
113.928,0.0221523
113.947,0.0245826
113.967,0.00268639
113.987,-0.0214652
114.007,-0.0152652
114.028,-0.0930115
114.047,-0.300045
114.067,-0.23592
114.086,0.307936
114.107,0.309981
114.127,-0.0114997
114.147,-0.100152
114.167,-0.126815
114.187,-0.117
114.207,-0.160097
114.227,-0.205424
114.247,-0.202572
114.267,-0.170063
114.287,-0.130059
114.307,-0.0650032
114.328,0.0214235
114.347,0.0484286
114.367,0.0390639
114.387,0.0198212
114.407,-0.0129502
114.428,-0.0334983
114.447,-0.0380365
114.467,-0.0441678
114.487,-0.0313276
114.507,0.0021835
114.527,0.00820179
114.547,0.00189815
114.567,-0.0110152
114.587,-0.00391569
114.607,0.00821548
114.627,0.00284479
114.647,-0.00332735
114.667,0.00223128
114.687,0.00529619
114.707,0.00481837
114.727,0.000630473
114.747,-0.00375955
114.767,-0.0144284
114.787,-0.0217346
114.807,-0.0242756
114.828,-0.0162026
114.847,0.00340973
114.867,0.0198207
114.887,0.00724175
114.907,-0.00830773
114.927,-0.006403
114.947,0.000576839
114.967,0.00432721
114.987,-0.0126466
115.007,-0.0212727
115.028,-0.0101213
115.047,0.00481624
115.067,0.00594376
115.087,-0.00550997
115.106,-0.0187655
115.128,-0.0161543
115.147,-0.0105138
115.167,-0.00456889
115.187,-0.00574312
115.206,-0.0062497
115.228,-0.0111751
115.246,-0.0183564
115.267,-0.0109217
115.287,0.00371656
115.307,0.00958277
115.327,-0.00279851
115.347,-0.00505529
115.367,0.00565372
115.387,0.0105201
115.407,0.00930504
115.427,0.0103207
115.447,0.013752
115.467,0.00694052
115.487,0.00930186
115.507,0.00532547
115.527,0.00431419
115.547,0.00989567
115.567,0.00591847
115.587,0.00477903
115.607,-0.00356445
115.627,-0.0146578
115.647,-0.0325739
115.667,-0.0384195
115.686,-0.0288745
115.707,-0.0125281
115.727,-0.00206695
115.747,-0.00510794
115.767,0.000736523
115.787,0.00800858
115.807,-0.00175845
115.827,-0.020904
115.847,-0.0380063
115.867,-0.0287679
115.887,0.00402807
115.907,-0.00750923
115.927,-0.0394958
115.947,-0.025623
115.967,-0.000185807
115.987,0.0162191
116.007,0.000305019
116.027,-0.0189065
116.047,-0.0219253
116.067,-0.0123859
116.087,-0.00703292
116.107,-0.0114492
116.127,-0.0167574
116.147,-0.0153441
116.167,-0.0149305
116.187,-0.0116402
116.206,-0.0047411
116.227,0.0187848
116.247,0.024209
116.267,0.0224193
116.286,0.0132748
116.307,0.00556859
116.327,0.00245004
116.347,-0.00180152
116.367,-0.00644201
116.387,-0.0186093
116.407,-0.00332935
116.427,0.00990486
116.447,0.00872241
116.467,-0.00536015
116.487,-0.0128945
116.507,-0.026164
116.527,-0.0251082
116.547,-0.0239787
116.567,-0.00388622
116.587,0.00955224
116.607,0.00871512
116.627,-0.0035463
116.647,-0.00361659
116.667,0.00108047
116.687,0.0128197
116.707,0.0156711
116.727,0.012478
116.747,0.00990559
116.767,0.00345469
116.787,-0.00409673
116.806,-0.00177755
116.827,-0.00850566
116.847,-0.0135383
116.867,-0.0130069
116.887,-0.0126837
116.907,-0.0132459
116.927,-0.0173073
116.947,-0.028828
116.967,-0.0255967
116.987,-0.00341897
117.007,0.0170983
117.027,0.0197422
117.047,0.0120416
117.067,0.00743378
117.087,0.0131076
117.107,0.0164669
117.127,-0.00272298
117.147,-0.00707467
117.167,0.00028493
117.187,0.00576043
117.206,0.00615905
117.227,-0.00734759
117.247,-0.0175384
117.267,-0.0195141
117.287,-0.0150431
117.307,-0.0155859
117.327,-0.0198593
117.347,-0.0308375
117.367,-0.0466873
117.387,-0.0442229
117.407,-0.047529
117.427,-0.033066
117.447,-0.0203225
117.467,-0.00508239
117.487,0.00534056
117.507,-0.0100226
117.527,-0.00897004
117.547,-0.00265675
117.567,0.00587348
117.587,0.00682824
117.607,-0.014682
117.627,-0.032644
117.647,-0.0279665
117.667,-0.0198035
117.687,-0.0207183
117.707,-0.0109306
117.727,-0.00547282
117.747,0.00504423
117.767,-0.00106633
117.787,-0.016111
117.807,-0.0180224
117.827,-0.0129193
117.847,0.00367388
117.867,0.016466
117.887,0.0262168
117.907,0.0292001
117.927,0.0185734
117.947,0.00103655
117.967,-0.0167899
117.987,-0.0287342
118.007,-0.0257038
118.028,-0.0179071
118.047,-0.0054821
118.067,0.00478114
118.087,-0.00268608
118.107,-0.0375095
118.127,-0.0415662
118.147,-0.00460427
118.167,0.00406269
118.187,0.0090922
118.207,0.00520272
118.227,0.00253448
118.247,-0.0123983
118.267,-0.0277314
118.287,-0.0318815
118.307,-0.0314035
118.327,-0.0389636
118.347,-0.0408312
118.367,-0.0399771
118.387,-0.0382271
118.407,-0.0335213
118.427,-0.0360822
118.447,-0.0414152
118.467,-0.0399758
118.487,-0.0331368
118.507,-0.0244161
118.528,-0.0185788
118.547,-0.019509
118.567,-0.01876
118.587,-0.00731441
118.607,0.0170017
118.627,0.0338463
118.647,0.0383008
118.667,0.0277286
118.687,0.00842181
118.707,-0.00792817
118.728,-0.0286094
118.747,-0.0471149
118.767,-0.068419
118.787,-0.0790646
118.807,-0.0556975
118.827,-0.00482224
118.846,0.0241215
118.867,0.0131583
118.887,-0.0167883
118.907,-0.0339515
118.928,-0.0180736
118.947,-0.00653864
118.967,-0.0172824
118.987,-0.0144417
119.007,-0.00666284
119.028,-0.00562967
119.047,0.0175419
119.067,0.0390202
119.086,0.0231915
119.107,-0.00664437
119.128,-0.0403971
119.147,-0.0543589
119.167,-0.0393621
119.187,-0.00474777
119.207,0.00855531
119.228,0.0109983
119.247,0.0233414
119.267,0.0411722
119.287,0.0363694
119.307,0.016711
119.328,0.00127625
119.347,-0.00672064
119.367,-0.00823192
119.387,-0.013922
119.407,-0.00853042
119.428,-0.00782564
119.447,-0.0138168
119.467,-0.0140648
119.487,-0.0130966
119.507,-0.0155235
119.528,-0.00976175
119.547,0.00325714
119.567,0.00887268
119.587,0.00250678
119.607,-0.00511018
119.628,0.0103472
119.647,0.020465
119.667,0.0147161
119.687,0.0208164
119.707,0.0202251
119.728,0.0184439
119.747,0.0178759
119.767,0.00866266
119.787,-0.0105727
119.807,-0.0266747
119.828,-0.0387744
119.847,-0.0284279
119.867,0.000717791
119.887,0.025818
119.907,0.0331573
119.928,0.0270682
119.947,0.0101032
119.967,-0.0177229
119.987,-0.0205543
120.007,-0.0105245
120.028,0.00450587
120.047,0.00768389
120.067,0.00954361
120.087,0.0140734
120.106,0.00392823
120.128,0.00422015
120.147,0.00926902
120.167,-0.0157791
120.187,-0.0483903
120.207,-0.0492455
120.228,-0.0423545
120.247,-0.0266269
120.267,-0.0226247
120.287,-0.0205423
120.307,-0.0141525
120.328,-0.00690529
120.347,-0.0204214
120.367,-0.0219851
120.387,-0.013585
120.407,-0.00128744
120.428,-0.00153488
120.447,-0.0165394
120.467,-0.0256565
120.487,-0.0349634
120.506,-0.0381498
120.528,-0.0275138
120.547,-0.0206176
120.567,-0.0188524
120.587,-0.0258348
120.607,-0.0413209
120.628,-0.0420354
120.647,-0.0333997
120.667,-0.0491133
120.686,-0.0586278
120.707,-0.0709521
120.728,-0.0691519
120.747,-0.0552335
120.767,-0.0463826
120.787,-0.0421062
120.807,-0.0292599
120.828,-0.0167555
120.848,-0.00635993
120.867,0.0067769
120.886,0.0184293
120.907,0.0241451
120.927,0.0356147
120.947,0.0381025
120.967,0.03069
120.987,0.00833201
121.007,-0.0127236
121.027,-0.0275102
121.047,-0.0298531
121.067,-0.0131327
121.087,0.0072452
121.107,0.0102266
121.127,0.00996062
121.147,0.0121773
121.167,0.0158322
121.186,0.0256066
121.206,0.0388858
121.227,0.032379
121.247,0.0331827
121.267,0.034189
121.287,0.0294879
121.307,0.0157247
121.327,0.0076673
121.347,-0.00387557
121.367,-0.0121933
121.387,-0.0182164
121.407,-0.0124568
121.427,-0.00527794
121.447,-0.0106428
121.467,-0.0127352
121.487,-0.0104498
121.507,-0.00802173
121.527,-0.0147251
121.547,-0.0064153
121.567,-0.00628576
121.587,-0.00603804
121.607,-0.0120967
121.627,-0.0198568
121.647,-0.0217433
121.667,-0.0115154
121.687,-0.0111718
121.707,-0.0189834
121.727,-0.00935758
121.747,-0.00361445
121.767,0.00345382
121.787,0.00541108
121.806,0.00693683
121.827,-0.00186218
121.847,-0.0156007
121.867,-0.00963314
121.887,-0.0167001
121.907,-0.017174
121.927,-0.00344722
121.947,0.00489296
121.967,0.00692604
121.987,-0.00260233
122.007,-0.00258213
122.027,-0.00919152
122.047,-0.00886774
122.067,-0.0103997
122.087,-0.00497991
122.107,0.004294
122.127,0.00190816
122.147,-0.00961851
122.167,-0.0172466
122.186,-0.0207841
122.207,-0.0165597
122.227,-0.012909
122.247,-0.0137318
122.267,-0.0182562
122.287,-0.0145196
122.307,-0.0108254
122.328,-0.00260003
122.347,-0.00228048
122.367,-0.00426459
122.387,0.00849579
122.407,0.000758564
122.427,-0.00136636
122.447,-0.00874893
122.467,-0.00994014
122.487,-0.0111201
122.507,-0.00241368
122.527,-0.000181027
122.547,-0.00615663
122.567,-0.00448559
122.587,-0.000609595
122.607,0.000103871
122.627,-0.00326678
122.647,-0.0102488
122.667,-0.0009475
122.687,0.00292848
122.707,0.00466046
122.728,0.00745211
122.747,0.0046749
122.767,-0.000186458
122.787,-0.00734174
122.807,-0.014087
122.827,-0.00986925
122.847,-0.00853734
122.867,-0.0111923
122.887,-0.0121348
122.907,-0.0144746
122.927,-0.0122957
122.947,-0.00775856
122.967,-0.0106528
122.987,-0.0143767
123.007,-0.010448
123.027,-0.00117107
123.047,-0.00261902
123.067,-0.0012242
123.087,-0.00429188
123.107,-0.00235176
123.127,-0.0136693
123.147,-0.00821566
123.167,-0.00249444
123.187,-0.000510213
123.207,0.00402221
123.227,0.00842736
123.247,-0.00376398
123.267,0.00326111
123.287,-0.000595229
123.307,0.00172753
123.328,0.00422663
123.347,-0.00395265
123.367,-0.0100289
123.386,-0.00987176
123.407,-0.00765086
123.427,-0.00554199
123.447,-0.00531595
123.467,-0.0127994
123.487,-0.0118609
123.507,-0.0164037
123.527,-0.0230673
123.547,-0.0138683
123.567,-0.0126624
123.587,-0.00821787
123.607,-0.00615039
123.627,-0.00744344
123.647,-0.0075773
123.667,-0.00583552
123.687,-0.00856613
123.707,-0.0212375
123.727,-0.0250559
123.747,-0.0216866
123.767,-0.0190246
123.787,-0.007713
123.807,-0.00553437
123.828,0.00125996
123.847,0.00429449
123.867,0.00341857
123.887,-0.0133706
123.907,-0.0163363
123.927,-0.00748379
123.947,-0.00715567
123.967,-0.00101056
123.987,0.00308186
124.007,0.00245889
124.028,-0.00472339
124.047,0.00313171
124.067,0.0111293
124.087,0.0108131
124.107,0.00449772
124.127,0.00735897
124.147,0.0148407
124.167,0.0137773
124.187,0.0119873
124.207,-0.0031744
124.228,-0.0136137
124.247,-0.0186599
124.267,-0.0242183
124.287,-0.0185803
124.307,-0.0146233
124.327,-0.00778833
124.347,-0.00817751
124.367,-0.0033427
124.387,-0.0052558
124.407,0.00230011
124.428,0.00429493
124.447,0.00369723
124.467,-0.00263021
124.487,0.00243125
124.507,0.00574219
124.528,-0.00134208
124.547,-0.00443122
124.567,-0.0199352
124.587,-0.0164525
124.607,-0.0158928
124.628,-0.0143988
124.647,-0.0109365
124.667,-0.00100224
124.687,-0.00254913
124.707,-0.0029744
124.727,-0.00242231
124.747,-7.23701e-05
124.767,-0.00137601
124.787,-0.00450501
124.806,-0.00582208
124.828,-0.0114169
124.847,-0.00905264
124.867,-0.00547854
124.887,-0.000600917
124.907,0.00655298
124.928,0.0111463
124.947,0.00100358
124.967,-0.00438661
124.987,-0.0124062
125.007,-0.0123683
125.028,-0.0174881
125.047,-0.0283681
125.067,-0.0234324
125.087,-0.00870345
125.107,0.00475541
125.128,0.000561581
125.147,0.00611168
125.167,0.0103159
125.187,0.0103529
125.207,0.00895545
125.228,-0.00754503
125.247,-0.000192828
125.267,0.00882182
125.287,0.0079386
125.307,0.00157629
125.327,-0.00632831
125.347,-0.0165598
125.367,-0.0229893
125.387,-0.00202252
125.406,0.0133916
125.427,0.00529777
125.447,0.00446274
125.467,0.000592785
125.487,0.0100787
125.507,0.0150811
125.528,0.0130891
125.547,-0.00433311
125.567,-0.00775436
125.587,-0.00232795
125.607,0.005336
125.627,0.00215615
125.647,-0.0111682
125.667,-0.0184229
125.687,-0.0252717
125.707,-0.0150256
125.727,0.00569465
125.747,0.012015
125.767,0.0127424
125.787,0.00894203
125.807,0.0162143
125.827,0.0263733
125.847,0.0393235
125.867,0.0403599
125.887,0.0338233
125.907,0.027412
125.927,0.0258033
125.947,0.0179922
125.967,0.0242087
125.987,0.0262649
126.007,0.0153481
126.027,0.0114829
126.047,0.00893223
126.067,0.0152711
126.087,0.0253002
126.107,0.0292002
126.127,0.0131475
126.147,0.00555576
126.167,0.0142054
126.187,0.0199118
126.206,0.0297997
126.227,0.0217456
126.247,0.0143918
126.267,0.00171078
126.287,-0.00427186
126.307,0.0083747
126.327,0.00516357
126.347,0.00399825
126.367,-0.00489504
126.387,-0.0120503
126.407,-0.00262427
126.428,-0.00628902
126.447,-0.00874836
126.467,-0.00580918
126.487,-0.00137409
126.507,-0.00761015
126.528,-0.0230144
126.547,-0.0332589
126.567,-0.0398521
126.587,-0.0307744
126.607,-0.0246204
126.627,-0.0132954
126.647,-0.0117728
126.667,0.000635652
126.687,0.0100671
126.707,0.00832641
126.727,0.00805253
126.747,0.00577375
126.767,-0.00788266
126.787,-0.00825623
126.807,-0.0143554
126.827,-0.01298
126.847,-0.00292679
126.867,-0.00465291
126.887,-0.00705265
126.907,-0.000835037
126.927,-0.00413687
126.947,0.00676986
126.967,0.00895115
126.986,0.00600472
127.007,0.00770307
127.027,-0.00050867
127.047,-0.00341462
127.067,-0.00544353
127.087,-0.0024239
127.107,-0.00139964
127.127,-0.00560674
127.147,-0.00570468
127.167,-0.0107725
127.187,-0.0443975
127.207,-0.0642634
127.227,-0.0610914
127.247,-0.0388172
127.267,-0.0211049
127.287,-0.0191755
127.307,-0.0237656
127.328,-0.0233059
127.347,-0.000907692
127.367,0.0207926
127.387,0.0507203
127.407,0.0716952
127.427,0.0674816
127.447,0.0428481
127.467,0.00423065
127.487,-0.000218384
127.507,0.0103371
127.527,0.00673898
127.547,-0.00993145
127.567,-0.0219334
127.587,-0.0388351
127.607,-0.0370294
127.627,-0.0294456
127.647,-0.0235293
127.667,-0.00635692
127.687,0.0049368
127.707,0.00258347
127.727,0.00693374
127.747,0.013514
127.767,0.00560892
127.787,-0.009288
127.807,-0.0250833
127.827,-0.0314029
127.847,-0.0349054
127.867,-0.0420755
127.887,-0.0390141
127.907,-0.0418762
127.928,-0.0293582
127.947,0.00297522
127.967,0.023717
127.987,0.0417998
128.007,0.0476002
128.028,0.0479118
128.047,0.0439844
128.067,0.0369348
128.087,0.0102737
128.107,-0.0245858
128.128,-0.0474978
128.147,-0.0379475
128.167,-0.0312751
128.187,-0.0397382
128.207,-0.0441733
128.227,-0.0338957
128.247,-0.015815
128.267,-0.00799783
128.287,0.00225474
128.307,0.00753214
128.328,0.00844869
128.347,0.00546852
128.367,0.00159904
128.386,0.00535346
128.407,0.0144661
128.427,0.019417
128.447,0.0306313
128.467,0.0168657
128.487,0.00294657
128.507,-0.0157094
128.528,-0.0140259
128.547,0.011607
128.567,0.0297906
128.587,0.0333761
128.607,0.0203716
128.628,0.0253523
128.647,0.0234756
128.667,0.0249182
128.687,0.0144734
128.707,0.00277444
128.728,-0.0062785
128.747,-0.0133746
128.767,-0.0138971
128.786,-0.00966302
128.807,-0.0116764
128.828,-0.0207838
128.847,-0.035376
128.867,-0.0304266
128.887,-0.0131141
128.907,-0.00805727
128.928,-0.0113368
128.947,-0.0125322
128.967,-0.0124221
128.987,-0.0163839
129.007,-0.0115203
129.027,-0.0180584
129.047,-0.00833521
129.067,0.0106438
129.086,0.0222047
129.107,0.0236851
129.128,0.019752
129.147,0.00944775
129.167,0.00250514
129.187,0.0104295
129.207,0.01113
129.228,-0.00242353
129.247,-0.0157155
129.267,-0.022611
129.287,-0.00890856
129.307,-0.00651947
129.328,7.44373e-05
129.347,-0.00373958
129.367,-0.0131316
129.387,-0.00575606
129.407,-0.00574691
129.427,-0.00214564
129.447,0.0044395
129.467,0.012946
129.487,0.00948565
129.507,0.00422349
129.528,0.00123356
129.547,-0.00131577
129.567,-0.000840166
129.587,-0.0027587
129.607,0.0041603
129.628,-4.61881e-05
129.646,0.00117482
129.667,0.00590199
129.687,0.00561971
129.707,-0.00560038
129.728,-0.0105883
129.747,-0.0102606
129.767,-0.000492779
129.787,0.0109273
129.807,0.0177411
129.827,0.0195965
129.847,0.0191137
129.867,0.0169463
129.887,0.00940351
129.907,0.00840173
129.928,0.00591753
129.947,0.0133255
129.967,0.0140113
129.987,0.0106257
130.006,0.0234216
130.028,0.0163881
130.047,0.0297229
130.067,0.0409352
130.087,0.0417295
130.107,0.0229969
130.128,0.00206513
130.147,-0.0180311
130.167,-0.0183855
130.186,-0.0056177
130.207,0.00921211
130.227,0.00600884
130.247,-0.00471756
130.267,-0.0137298
130.287,-0.0114977
130.306,-0.00725168
130.328,-0.00555388
130.347,-0.00585183
130.367,0.00155357
130.387,-0.00770709
130.407,-0.0123187
130.427,-0.0124975
130.447,0.000803742
130.467,0.0185348
130.487,0.0356958
130.507,0.0567225
130.528,0.0806533
130.547,0.0835733
130.567,0.054327
130.587,0.00531397
130.607,-0.0405406
130.627,-0.0428278
130.647,-0.00979324
130.667,0.0129394
130.686,0.0279297
130.707,0.044778
130.728,0.0679091
130.747,0.0719713
130.767,0.0839773
130.787,0.0911485
130.807,0.0955737
130.827,0.0930737
130.847,0.0638733
130.867,0.0321495
130.887,0.00784886
130.907,-0.0159759
130.928,-0.0220843
130.947,-0.0178809
130.967,-0.0139403
130.987,-0.00432459
131.007,0.00176748
131.027,0.00827174
131.047,-0.00615776
131.067,-0.0108539
131.087,-0.000665859
131.107,-0.00397094
131.128,-0.0065469
131.147,-0.0038624
131.167,0.0168121
131.187,0.00724328
131.207,-0.0164869
131.227,-0.0509269
131.247,-0.0841181
131.267,-0.0921526
131.287,-0.0699165
131.307,-0.042737
131.328,-0.00213733
131.347,0.0376243
131.367,0.0492304
131.387,0.0255143
131.407,0.0132839
131.428,-0.00545382
131.447,-0.00861985
131.467,0.00126062
131.487,-0.0129383
131.506,-0.0303732
131.528,-0.0342462
131.547,-0.0188276
131.567,0.00185264
131.587,0.016389
131.607,0.0210076
131.627,0.0133809
131.647,-0.0113399
131.667,-0.026978
131.687,-0.0247491
131.707,-0.025809
131.728,-0.021434
131.747,-0.0136285
131.767,-0.00744895
131.787,-0.0128662
131.807,-0.0206339
131.827,-0.0219436
131.847,-0.0100182
131.867,0.0203345
131.887,0.0251441
131.907,0.0199167
131.927,0.0211639
131.948,0.0254293
131.967,0.0138328
131.987,0.0152235
132.007,0.0028012
132.027,-0.022416
132.047,-0.0375214
132.067,-0.0392082
132.087,-0.024393
132.107,-0.00982039
132.127,-0.00201786
132.147,0.0102243
132.167,0.0132752
132.187,0.00774765
132.207,-0.00408194
132.227,-0.00707959
132.247,-0.0148299
132.267,-0.0199528
132.287,-0.00604971
132.307,0.0127882
132.327,0.0213935
132.347,0.00403336
132.367,-0.000483947
132.387,0.00454765
132.407,-0.00123288
132.427,-0.00241055
132.447,0.00290157
132.467,0.000597201
132.487,0.00861324
132.507,0.0152522
132.527,0.00270289
132.547,0.00155361
132.567,0.00790641
132.587,0.0120101
132.607,0.0110934
132.627,0.00203824
132.647,-0.0057437
132.667,-0.00442529
132.687,-0.0208476
132.707,-0.0336802
132.727,-0.031983
132.747,-0.0190301
132.767,-0.0253497
132.787,-0.0255935
132.807,-0.00807642
132.827,-0.00464382
132.847,-0.0180637
132.867,-0.0265229
132.887,-0.0243507
132.907,-0.00593733
132.927,0.0110912
132.947,0.0242134
132.967,0.0306474
132.987,0.0130456
133.007,-0.0146376
133.027,-0.0251482
133.047,-0.0172065
133.067,-0.00565488
133.087,0.00676719
133.107,0.0193307
133.127,0.0254978
133.147,0.0186516
133.167,0.00443919
133.187,-0.00656416
133.207,-0.000527514
133.227,-0.00718414
133.247,-0.0157275
133.267,-0.0186892
133.287,-0.00518504
133.307,0.00111362
133.327,0.00551902
133.347,-0.000966387
133.367,-0.00856834
133.387,-0.0251469
133.407,-0.0355942
133.427,-0.0305713
133.447,-0.0207832
133.467,-0.00597992
133.487,-6.41202e-06
133.507,0.00422128
133.528,0.00822269
133.547,-0.013423
133.567,-0.0177643
133.587,-0.00296177
133.607,0.0164471
133.627,0.0318259
133.647,0.0323676
133.667,0.0252387
133.686,0.0208833
133.707,0.0252609
133.728,0.0289384
133.747,0.0330833
133.767,0.0461875
133.787,0.055885
133.807,0.0460788
133.828,0.0271604
133.847,0.00581172
133.867,-0.00598244
133.887,-0.0169047
133.907,-0.010059
133.928,0.0076677
133.947,0.034359
133.967,0.0541048
133.987,0.0605593
134.007,0.0390228
134.028,0.0207336
134.047,0.0156566
134.067,0.00775062
134.086,0.0001104
134.107,-0.000931684
134.127,-0.00851248
134.147,-0.0175285
134.167,-0.0118225
134.187,-0.00645239
134.207,-0.00513532
134.228,-0.0128559
134.247,-0.00599004
134.267,-0.00980989
134.286,-0.00927824
134.307,-0.00604207
134.328,-0.00592202
134.347,0.00965283
134.367,0.0220158
134.387,0.0236792
134.407,0.0299246
134.428,0.0187036
134.447,-0.000409561
134.467,-0.00257414
134.487,-0.00789182
134.507,-0.0117776
134.528,-0.0215469
134.547,-0.00575656
134.567,-0.0118273
134.587,-0.0142734
134.607,0.00107779
134.628,0.00612695
134.647,-0.0125727
134.667,-0.0130269
134.687,0.000249744
134.706,0.010783
134.728,0.00958358
134.747,0.00138349
134.767,0.00246867
134.787,0.00068708
134.807,0.0177438
134.828,0.0248698
134.847,0.022756
134.867,0.00877008
134.887,-0.012951
134.907,-0.0248747
134.927,-0.0232091
134.947,-0.00898679
134.967,-0.00239096
134.987,0.00329102
135.007,0.00520298
135.028,-0.00186289
135.047,-0.0169318
135.067,-0.0105852
135.087,-0.0231649
135.107,-0.034039
135.128,-0.00974492
135.147,0.0132007
135.167,0.0198742
135.187,0.0170846
135.207,0.0173423
135.227,0.0162857
135.247,0.0128238
135.267,0.0135849
135.287,0.00189813
135.306,0.0138077
135.327,0.0418535
135.347,0.052413
135.367,0.0406756
135.387,0.0245349
135.407,0.0209101
135.428,0.0126944
135.447,0.00136421
135.467,-0.0022152
135.487,0.000320157
135.507,-0.001694
135.527,-0.00294387
135.547,-0.000111595
135.567,0.00162462
135.587,0.0164533
135.607,0.0237537
135.627,-0.00640964
135.647,-0.000480204
135.667,-0.0314709
135.687,-0.0300691
135.707,-0.00376391
135.727,0.00512288
135.747,-0.0163731
135.767,-0.0520629
135.787,-0.0772962
135.807,-0.101831
135.827,-0.0864853
135.847,-0.0236679
135.867,0.0429879
135.887,0.0527948
135.907,0.0278701
135.927,-0.00242768
135.947,-0.0072397
135.967,-0.00357859
135.987,-0.0180708
136.007,-0.0323212
136.027,-0.0226314
136.047,-0.00744859
136.067,-0.0292249
136.086,-0.0593174
136.107,-0.0746778
136.127,-0.0720705
136.147,-0.064745
136.167,-0.0514965
136.187,-0.0327128
136.207,-0.0342465
136.227,-0.0466556
136.247,-0.0540965
136.267,-0.0625652
136.287,-0.0545719
136.307,-0.019718
136.327,0.0177075
136.347,0.0567912
136.367,0.0742
136.387,0.0586859
136.407,0.0162302
136.427,-0.0187674
136.447,-0.0304897
136.467,-0.0177695
136.487,-0.0149548
136.507,-0.00993166
136.528,0.00297409
136.547,-0.00033453
136.567,0.00189748
136.587,-0.0104881
136.607,-0.00967139
136.627,-0.0174936
136.647,-0.0226583
136.667,-0.0270305
136.687,-0.0212169
136.707,0.0153137
136.728,0.018284
136.747,-0.000834258
136.767,-0.0298989
136.787,-0.0408473
136.807,-0.0348949
136.828,-0.0356637
136.847,-0.0394221
136.867,-0.0369717
136.887,-0.0203423
136.907,-0.000726259
136.927,-0.00746984
136.947,-0.00608793
136.967,-0.00409898
136.987,-0.0180646
137.007,-0.0282077
137.027,-0.038528
