time;roll;pitch;yaw;alt
 2.22668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69306E+02
 2.22868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69306E+02
 2.23068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69266E+02
 2.23268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69266E+02
 2.23468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69171E+02
 2.23668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69171E+02
 2.23868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69117E+02
 2.24068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69117E+02
 2.24268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69104E+02
 2.24468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69104E+02
 2.24668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69128E+02
 2.24868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69128E+02
 2.25068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69180E+02
 2.25268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69180E+02
 2.25468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69262E+02
 2.25668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69262E+02
 2.25868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69317E+02
 2.26068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69317E+02
 2.26268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69347E+02
 2.26468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69347E+02
 2.26668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69354E+02
 2.26868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69354E+02
 2.27068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69343E+02
 2.27268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69343E+02
 2.27468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69315E+02
 2.27668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69315E+02
 2.27868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69314E+02
 2.28068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69314E+02
 2.28268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69343E+02
 2.28468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69343E+02
 2.28668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69384E+02
 2.28868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69384E+02
 2.29068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69424E+02
 2.29268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69424E+02
 2.29468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69463E+02
 2.29668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69463E+02
 2.29868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69474E+02
 2.30068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69474E+02
 2.30268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69459E+02
 2.30468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69459E+02
 2.30668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69451E+02
 2.30868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69451E+02
 2.31068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69483E+02
 2.31268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69483E+02
 2.31468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69554E+02
 2.31668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69554E+02
 2.31868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69600E+02
 2.32068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69600E+02
 2.32268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69623E+02
 2.32468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69623E+02
 2.32668E+01; 3.21751E-01; 0.00000E+00; 5.31429E+00; 4.69622E+02
 2.32868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69622E+02
 2.33068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69598E+02
 2.33268E+01; 2.91457E-01; 0.00000E+00; 5.39630E+00; 4.69598E+02
 2.33468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69554E+02
 2.33668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69554E+02
 2.33868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69601E+02
 2.34068E+01; 3.21751E-01; 0.00000E+00; 5.31429E+00; 4.69601E+02
 2.34268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69740E+02
 2.34468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69740E+02
 2.34668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69899E+02
 2.34868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69899E+02
 2.35068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70010E+02
 2.35268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70010E+02
 2.35468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70074E+02
 2.35668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70074E+02
 2.35868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70088E+02
 2.36068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70088E+02
 2.36268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70054E+02
 2.36468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70054E+02
 2.36668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70010E+02
 2.36868E+01; 2.91457E-01; 0.00000E+00; 5.39630E+00; 4.70010E+02
 2.37068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69995E+02
 2.37268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69995E+02
 2.37468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70007E+02
 2.37668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.70007E+02
 2.37868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69923E+02
 2.38068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69923E+02
 2.38268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69743E+02
 2.38468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69743E+02
 2.38668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69544E+02
 2.38868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69544E+02
 2.39068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69396E+02
 2.39268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69396E+02
 2.39468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69299E+02
 2.39668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69299E+02
 2.39868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69233E+02
 2.40068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69233E+02
 2.40268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69198E+02
 2.40468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69198E+02
 2.40668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69185E+02
 2.40868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69185E+02
 2.41068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69185E+02
 2.41268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69185E+02
 2.41468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69198E+02
 2.41668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69198E+02
 2.41868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69215E+02
 2.42068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69215E+02
 2.42268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69234E+02
 2.42468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69234E+02
 2.42668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69236E+02
 2.42868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69236E+02
 2.43068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69202E+02
 2.43268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69202E+02
 2.43468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69133E+02
 2.43668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69133E+02
 2.43868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69097E+02
 2.44068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69097E+02
 2.44268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69095E+02
 2.44468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69095E+02
 2.44668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69098E+02
 2.44868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69098E+02
 2.45068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69081E+02
 2.45268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69081E+02
 2.45468E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69045E+02
 2.45668E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69045E+02
 2.45868E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69018E+02
 2.46068E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69018E+02
 2.46268E+01; 3.21751E-01; 1.05021E-01; 5.59893E+00; 4.69001E+02
