time;AccX;AccY;AccZ;GyrX;GyrY;GyrZ;Press;Temp;Alt;Lat;Lng;NSats;Spd
18.686800;-3.118940;0.549781;-9.321532;-0.005392;0.003272;0.001302;95812.221236;0.330000;90.610000;40.882666;-31.364246;0.000000;0.000000
18.706800;-3.134317;0.541322;-9.291155;-0.003682;0.008364;-0.000421;95810.606082;0.330000;90.610000;40.882560;-31.364026;0.000000;0.000000
18.726800;-3.110673;0.554178;-9.363938;-0.005048;0.005907;0.008388;95808.990927;0.330000;90.610000;40.882440;-31.363806;0.000000;0.000000
18.746800;-3.133551;0.626854;-9.297432;-0.001563;0.010650;0.006644;95807.407523;0.330000;90.610000;40.882320;-31.363586;0.000000;0.000000
18.766800;-3.069989;0.598547;-9.334003;-0.004910;0.008729;0.005661;95807.909027;0.330000;90.610000;40.882200;-31.363366;0.000000;0.000000
18.786800;-3.078591;0.580948;-9.323746;-0.000367;0.006438;-0.000398;95808.410532;0.330000;90.610000;40.882080;-31.363146;0.000000;0.000000
18.806800;-3.031734;0.584764;-9.415836;-0.002143;0.008735;-0.001401;95808.912036;0.330000;90.609330;40.881966;-31.362926;0.000000;0.000000
18.826800;-3.141783;0.598445;-9.198916;-0.003140;0.002486;0.002247;95809.413541;0.330000;90.607330;40.881867;-31.362706;0.000000;0.000000
18.846800;-3.147772;0.527311;-9.257857;-0.001221;0.003401;-0.000557;95809.934696;0.330000;90.605330;40.881766;-31.362486;0.000000;0.000000
18.866800;-3.003020;0.520757;-9.366841;-0.000160;-0.002350;0.002676;95811.091226;0.330000;90.603330;40.881667;-31.362266;0.000000;0.000000
18.886800;-3.054560;0.531826;-9.401388;-0.001334;0.007084;-0.003070;95812.247757;0.330000;90.601330;40.881567;-31.362046;0.000000;0.000000
18.906800;-3.141851;0.602978;-9.245764;-0.002151;0.004560;0.000963;95813.404287;0.330000;90.600000;40.881460;-31.361826;0.000000;0.000000
18.926800;-3.134913;0.601250;-9.261530;0.002849;-0.004442;-0.003970;95814.560818;0.330000;90.600000;40.881340;-31.361606;0.000000;0.000000
18.946800;-3.172199;0.625197;-9.405920;0.000035;0.004686;0.000950;95815.675952;0.330000;90.600000;40.881220;-31.361386;0.000000;0.000000
18.966800;-3.178883;0.592807;-9.385896;-0.004655;0.012596;0.000107;95814.072745;0.330000;90.600000;40.881100;-31.361166;0.000000;0.000000
18.986800;-3.194017;0.633831;-9.306763;-0.000480;0.008601;0.002475;95812.469539;0.330000;90.600000;40.880980;-31.360946;0.000000;0.000000
19.006800;-3.106041;0.524878;-9.385822;-0.001357;0.011286;0.000384;95810.866333;0.330000;90.600000;40.880867;-31.360726;0.000000;0.000000
19.026800;-3.053323;0.528485;-9.273888;0.001184;0.009412;-0.003828;95809.263126;0.330000;90.600000;40.880767;-31.360506;0.000000;0.000000
19.046800;-3.069878;0.589930;-9.265439;-0.001718;0.012332;0.004294;95807.709472;0.330000;90.600000;40.880667;-31.360286;0.000000;0.000000
19.066800;-3.002687;0.595908;-9.260717;-0.005542;0.013882;0.003184;95808.088335;0.330000;90.600000;40.880567;-31.360066;0.000000;0.000000
19.086800;-3.007164;0.585780;-9.254208;-0.003868;0.002578;-0.002924;95808.467198;0.330000;90.600000;40.880467;-31.359846;0.000000;0.000000
19.106800;-3.038683;0.548295;-9.308587;-0.004616;0.009621;-0.004439;95808.846062;0.330000;90.600000;40.880360;-31.359626;0.000000;0.000000
19.126800;-3.047684;0.605450;-9.287677;-0.000230;0.005348;-0.002447;95809.224925;0.330000;90.600000;40.880240;-31.359406;0.000000;0.000000
19.146800;-3.090157;0.592770;-9.260268;0.002267;0.006946;-0.000861;95809.587362;0.330000;90.600000;40.880120;-31.359186;0.000000;0.000000
19.166800;-3.133642;0.636125;-9.298585;-0.002353;0.001349;0.003151;95808.323571;0.330000;90.600000;40.880000;-31.358966;0.000000;0.000000
19.186800;-3.050730;0.618258;-9.318502;-0.000781;0.011153;-0.000846;95807.059779;0.330000;90.600000;40.879880;-31.358746;0.000000;0.000000
19.206800;-3.031735;0.574357;-9.270559;-0.003489;0.004177;0.004236;95805.795988;0.330000;90.684420;40.902500;-31.380295;0.000000;0.000000
19.226800;-3.041426;0.594427;-9.270272;-0.001683;-0.001122;0.000072;95804.532197;0.330000;90.936420;40.970260;-31.445055;0.000000;0.000000
19.246800;-3.153151;0.634040;-9.303605;-0.000899;-0.001365;-0.002779;95803.357385;0.330000;91.188420;41.038020;-31.509815;0.000000;0.000000
19.266800;-3.079254;0.555125;-9.352213;-0.007149;0.006685;-0.001405;95805.652794;0.330000;91.440420;41.105780;-31.574575;0.000000;0.000000
19.286800;-3.041852;0.598394;-9.274949;-0.004572;0.010044;0.004092;95807.948204;0.330000;91.692420;41.173540;-31.639335;0.000000;0.000000
19.306800;-3.157072;0.608055;-9.332386;-0.003528;0.013233;0.001987;95810.243613;0.330000;91.859330;41.218560;-31.682326;0.000000;0.000000
19.326800;-3.078021;0.611115;-9.372478;-0.000067;0.011586;0.003248;95812.539022;0.330000;91.857330;41.218440;-31.682106;0.000000;0.000000
19.346800;-3.030960;0.604005;-9.301747;-0.006524;0.018961;-0.001159;95814.777500;0.330000;91.855330;41.218320;-31.681886;0.000000;0.000000
19.366800;-3.047814;0.604609;-9.338792;-0.004544;0.013287;0.000702;95813.277500;0.330000;91.853330;41.218200;-31.681666;0.000000;0.000000
19.386800;-3.111834;0.574695;-9.297612;-0.004202;0.006042;0.002803;95811.777500;0.330000;91.851330;41.218080;-31.681446;0.000000;0.000000
19.406800;-3.102292;0.568835;-9.359629;-0.003136;0.004786;0.001432;95810.277500;0.330000;91.850000;41.217967;-31.681226;0.000000;0.000000
19.426800;-3.131224;0.622515;-9.366440;-0.002310;0.011577;0.000370;95808.777500;0.330000;91.850000;41.217866;-31.681006;0.000000;0.000000
19.446800;-3.095798;0.568475;-9.255699;-0.005662;0.008434;0.005905;95807.311400;0.330000;91.850000;41.217767;-31.680786;0.000000;0.000000
19.466800;-3.114617;0.562948;-9.243997;-0.002470;0.011388;0.006805;95808.071400;0.330000;91.850000;41.217666;-31.680566;0.000000;0.000000
19.486800;-3.075089;0.608773;-9.303685;-0.000508;0.010544;0.003993;95808.831400;0.330000;91.850000;41.217567;-31.680346;0.000000;0.000000
19.506800;-3.145516;0.706084;-9.354231;-0.003675;0.011329;0.004306;95809.591400;0.330000;91.765580;41.194727;-31.658365;0.000000;0.000000
19.526800;-2.954798;0.617220;-9.260727;0.000746;0.005087;0.002121;95810.351400;0.330000;91.513580;41.126747;-31.593185;0.000000;0.000000
19.546800;-2.991704;0.527843;-9.300403;0.003623;0.005738;-0.004781;95811.078378;0.330000;91.261580;41.058767;-31.528005;0.000000;0.000000
19.566800;-3.133652;0.594233;-9.310436;-0.002321;0.000416;-0.006455;95809.636937;0.330000;91.009580;40.990787;-31.462825;0.000000;0.000000
19.586800;-3.103590;0.603446;-9.402730;0.002364;-0.000982;-0.004943;95808.195495;0.330000;90.757580;40.922807;-31.397645;0.000000;0.000000
19.606800;-3.069590;0.608088;-9.252973;-0.000940;0.000812;0.001165;95806.754054;0.330000;90.590000;40.877567;-31.354226;0.000000;0.000000
19.626800;-3.131442;0.584984;-9.162987;0.003975;0.005292;-0.004170;95805.312613;0.330000;90.590000;40.877466;-31.354006;0.000000;0.000000
19.646800;-3.169295;0.661044;-9.297740;-0.000489;0.011681;-0.000963;95803.871257;0.330000;90.590000;40.877367;-31.353786;0.000000;0.000000
