#time, Roll[]
348.627,0
348.667,0
348.707,0
348.748,0
348.788,0
348.827,0
348.867,0
348.907,0
348.948,0
348.988,0
349.027,0
349.067,0
349.107,0
349.148,0
349.188,0
349.227,0
349.267,0
349.307,0
349.349,0
349.389,0
349.427,0
349.467,0
349.507,0
349.548,0
349.588,0
349.627,0
349.667,0
349.707,0
349.748,0
349.788,0
349.827,0
349.867,0
349.907,0
349.948,0
349.988,0
350.027,0
350.067,0
350.107,0
350.148,0
350.188,0
350.227,0
350.267,0
350.307,0
350.349,0
350.389,0
350.428,0
350.467,0
350.507,0
350.548,0
350.588,0
350.627,0
350.667,0
350.707,0
350.748,0
350.788,0
350.827,0
350.867,0
350.907,0
350.948,0
350.988,0
351.027,0
351.067,0
351.107,0
351.148,0
351.188,0
351.227,0
351.268,0
351.307,0
351.348,0
351.389,0
351.427,0
351.467,0
351.507,0
351.548,0
351.587,0
351.627,0
351.667,0
351.707,0
351.748,0
351.789,0
351.827,0
351.867,0
351.907,0
351.948,0
351.989,0
352.027,0
352.067,0
352.107,0
352.148,0
352.189,0
352.227,0
352.267,0
352.307,0
352.348,0
352.389,0
352.427,0
352.468,0
352.507,0
352.548,0
352.589,0
352.627,0
352.667,0
352.707,0
352.748,0
352.789,0
352.827,0
352.867,0
352.907,0
352.948,0
352.989,0
353.027,0
353.067,0
353.107,0
353.148,0
353.189,0
353.227,0
353.267,0
353.307,0
353.348,0
353.389,0
353.427,0
353.467,0
353.507,0
353.548,0
353.588,0
353.627,0
353.667,0
353.707,0
353.748,0
353.789,0
353.827,0
353.867,0
353.907,0
353.948,0
353.989,0
354.027,0
354.067,0
354.107,0
354.148,0
354.189,0
354.227,0
354.267,0
354.307,0
354.348,0
354.389,0
354.428,0
354.467,0
354.507,0
354.548,0
354.589,0
354.627,0
354.667,0
354.707,0
354.748,0
354.789,0
354.827,0
354.867,0
354.907,0
354.948,0
354.989,0
355.027,0
355.067,0
355.107,0
355.148,0
355.189,0
355.227,0
355.267,0
355.307,0
355.348,0
355.389,0
355.427,0
355.467,0
355.507,0
355.548,0
355.589,0
355.627,0
355.667,0
355.707,0
355.748,0
355.789,0
355.827,0
355.867,0
355.907,0
355.948,0
355.988,0
356.027,0
356.067,0
356.107,0
356.148,0
356.188,0
356.228,0
356.267,0
356.307,0
356.348,0
356.389,0
356.428,0
356.467,0
356.507,0
356.548,0
356.588,0
356.628,0
356.667,0
356.707,0
356.748,0
356.788,0
356.828,0
356.867,0
356.907,0
356.948,0
356.988,0
357.028,0
357.067,0
357.107,0
357.148,0
357.188,0
357.228,0
357.267,0
357.307,0
357.348,0
357.389,0
